Date,Product Code,Number of Edges(Plant),Number of Edges(Storage),Number of Nodes,Production,Delivery to Distributer,Factory Issue,Sales Order
09/01/2023 0:00,ATN01K24P,75,219,716,6000,7875.0,5775.0,6696.0
09/01/2023 0:00,MAR01K24P,51,148,309,800,1617.01,1360.0,1099.0
09/01/2023 0:00,SE500G24P,50,154,204,150,541.0,245.0,1163.0
10/01/2023 0:00,SOS005L04P,153,226,957,5057,8821.25,12280.0,7137.0
10/01/2023 0:00,SOS001L12P,142,213,861,11726,12117.0,11368.0,13523.0
10/01/2023 0:00,SOS500M24P,119,184,568,3552,3644.0,4366.0,3580.0
10/01/2023 0:00,AT5X5K,43,121,168,2000,1559.0,1200.0,2414.0
10/01/2023 0:00,ATN02K12P,31,93,125,1200,759.0,920.0,1791.0
10/01/2023 0:00,ATN01K24P,75,219,716,5050,5823.0,5990.0,7413.0
10/01/2023 0:00,MAR02K12P,8,22,42,300,88.0,160.0,532.0
10/01/2023 0:00,SE500G24P,50,154,204,635,770.0,537.0,1002.0
11/01/2023 0:00,ATN02K12P,31,93,125,1000,1041.0,1875.0,1771.166
11/01/2023 0:00,MAR02K12P,8,22,42,300,263.0,170.0,300.0
11/01/2023 0:00,MAR01K24P,51,148,309,550,1121.0,1855.0,749.0
11/01/2023 0:00,SE500G24P,50,154,204,518,471.0,690.0,631.0
12/01/2023 0:00,SOS001L12P,142,213,861,15012,9718.666033,11037.0,16827.08297
12/01/2023 0:00,AT5X5K,43,121,168,2000,1824.0,2026.0,2020.0
12/01/2023 0:00,ATN01K24P,75,219,716,5500,4685.0,6243.0,6371.0
12/01/2023 0:00,MAR01K24P,51,148,309,400,1186.0,940.0,785.0
12/01/2023 0:00,MASR025K,14,28,24,6,94.0,391.0,50.0
12/01/2023 0:00,SE500G24P,50,154,204,800,667.0,524.0,1094.0
14/01/2023 0:00,POPF01L12P,23,36,36,2,222.0,222.0,15.0
14/01/2023 0:00,MASR025K,14,28,24,52,84.0,160.0,1050.0
15/01/2023 0:00,SOS005L04P,153,226,957,4000,3963.75,6765.0,12566.5
15/01/2023 0:00,SOS003L04P,91,146,375,1449,726.0,403.0,1837.0
15/01/2023 0:00,SOS001L12P,142,213,861,11897,6507.0,11420.0,16144.0
15/01/2023 0:00,SOS500M24P,119,184,568,4072,2760.375,3127.0,7905.0
15/01/2023 0:00,SOS250M48P,49,88,50,2,379.0,9.0,1338.0
15/01/2023 0:00,POP001L12P,99,160,193,976,881.0,1292.0,2126.0
15/01/2023 0:00,POPF01L12P,23,36,36,500,10.0,0.0,579.0
15/01/2023 0:00,AT5X5K,43,121,168,1000,901.0,1110.0,2632.0
15/01/2023 0:00,ATN02K12P,31,93,125,500,830.0,831.0,840.0
15/01/2023 0:00,ATN01K24P,75,219,716,4000,2749.0,2165.0,7164.167
15/01/2023 0:00,MAR01K24P,51,148,309,525,512.999,210.0,1585.417
15/01/2023 0:00,MASR025K,14,28,24,145,185.0,66.0,185.0
16/01/2023 0:00,SOS002L09P,126,195,896,7010,9461.666969,11455.0,7774.332971
16/01/2023 0:00,POV001L24P,92,153,222,653,1802.0,1263.0,790.0
16/01/2023 0:00,POV500M24P,74,122,152,306,1015.0,1235.0,503.0
16/01/2023 0:00,POP500M24P,83,142,114,100,114.0,110.0,280.0
16/01/2023 0:00,AT5X5K,43,121,168,700,2454.0,2600.0,2303.0
16/01/2023 0:00,ATN02K12P,31,93,125,500,1149.25,1540.0,2034.0
16/01/2023 0:00,ATN01K24P,75,219,716,2500,5748.167,4784.0,4531.0
16/01/2023 0:00,MAR01K24P,51,148,309,120,1256.917,425.0,795.0
16/01/2023 0:00,MASR025K,14,28,24,300,15.0,86.0,315.0
17/01/2023 0:00,SOS005L04P,153,226,957,5343,7288.0,7761.0,9072.5
17/01/2023 0:00,SOS500M24P,119,184,568,2502,4664.999004,5276.0,2797.0
17/01/2023 0:00,POP005L04P,37,64,42,100,32.0,14.0,115.0
17/01/2023 0:00,AT5X5K,43,121,168,1000,1990.0,1786.0,1746.0
17/01/2023 0:00,ATN01K24P,75,219,716,2000,5458.875,3969.0,3231.042
18/01/2023 0:00,SOS500M24P,119,184,568,5,2821.0,587.0,3499.0
18/01/2023 0:00,POP001L12P,99,160,193,721,665.0,700.0,1405.0
18/01/2023 0:00,ATN01K24P,75,219,716,4000,3887.042,3905.0,4901.0
18/01/2023 0:00,MASR025K,14,28,24,43,111.0,270.0,125.0
18/01/2023 0:00,SE200G24P,17,37,29,6,45.0,7.0,40.0
19/01/2023 0:00,SOS002L09P,126,195,896,8877,4531.221981,6027.0,9836.221981
19/01/2023 0:00,SOS001L12P,142,213,861,13002,8171.0,9509.0,15254.0
19/01/2023 0:00,SOS500M24P,119,184,568,3840,3468.0,1056.0,6121.0
19/01/2023 0:00,SOS250M48P,49,88,50,5,602.0,241.0,527.0
19/01/2023 0:00,POV500M24P,74,122,152,3,466.0,361.0,1078.0
19/01/2023 0:00,POPF01L12P,23,36,36,280,250.0,250.0,315.0
19/01/2023 0:00,ATN01K24P,75,219,716,5000,3563.0,4640.0,5147.0
19/01/2023 0:00,MAR01K24P,51,148,309,800,738.0,425.0,837.0
19/01/2023 0:00,SE500G24P,50,154,204,1200,1446.998,1230.0,1218.0
21/01/2023 0:00,AT5X5K,43,121,168,500,1231.0,1239.0,507.0
22/01/2023 0:00,SOS005L04P,153,226,957,3090,3308.0,5621.0,8596.5
22/01/2023 0:00,SOS002L09P,126,195,896,3000,4075.326993,5246.66,9510.667029
22/01/2023 0:00,SOS001L12P,142,213,861,9000,5544.0,9452.0,15982.0
22/01/2023 0:00,SOS500M24P,119,184,568,5501,2106.659964,5201.66,7057.0
22/01/2023 0:00,POV002L09P,61,103,153,2,51.0,10.0,648.0
22/01/2023 0:00,POV001L24P,92,153,222,1000,210.0,640.0,2604.0
22/01/2023 0:00,POV500M24P,74,122,152,500,218.0,1095.0,1269.0
22/01/2023 0:00,POP001L12P,99,160,193,1004,270.0,1150.0,1182.0
22/01/2023 0:00,POPF01L12P,23,36,36,112,468.0,528.0,115.0
22/01/2023 0:00,AT5X5K,43,121,168,500,770.0,705.0,1161.0
22/01/2023 0:00,ATN02K12P,31,93,125,500,460.0,822.0,1007.25
22/01/2023 0:00,ATN01K24P,75,219,716,2500,1555.0,1790.0,6093.167
22/01/2023 0:00,MAR01K24P,51,148,309,496,498.0,390.0,1343.167
23/01/2023 0:00,SOS005L04P,153,226,957,3052,6221.5,5996.0,6465.75
23/01/2023 0:00,SOS002L09P,126,195,896,5502,6641.221981,4518.0,6119.221981
23/01/2023 0:00,SOS001L12P,142,213,861,7016,11854.0,10733.0,8433.0
23/01/2023 0:00,SOS500M24P,119,184,568,3008,4867.0,4953.0,4286.0
23/01/2023 0:00,POV002L09P,61,103,153,116,260.0,116.0,269.0
23/01/2023 0:00,POV001L24P,92,153,222,604,1831.0,1859.0,1433.0
23/01/2023 0:00,POP001L12P,99,160,193,1003,839.0,70.0,1672.0
23/01/2023 0:00,AT5X5K,43,121,168,500,847.4,530.0,1120.0
23/01/2023 0:00,ATN02K12P,31,93,125,500,827.0,790.0,650.0
23/01/2023 0:00,ATN01K24P,75,219,716,2500,3407.667,1580.0,3118.0
23/01/2023 0:00,MAR01K24P,51,148,309,500,759.667,605.0,812.0
24/01/2023 0:00,SOS005L04P,153,226,957,5052,6428.0,6349.0,5096.0
24/01/2023 0:00,POP001L12P,99,160,193,280,1174.0,1005.0,1634.0
24/01/2023 0:00,POP002L09P,53,88,84,69,9.0,56.0,98.0
24/01/2023 0:00,AT5X5K,43,121,168,500,965.0,820.0,864.0
24/01/2023 0:00,ATN01K24P,75,219,716,2000,3326.0,3642.0,2373.0
24/01/2023 0:00,MAR01K24P,51,148,309,500,655.0,875.0,568.0
26/01/2023 0:00,SOS001L12P,142,213,861,11004,7426.0,8742.0,12848.0
26/01/2023 0:00,SOS500M24P,119,184,568,4511,3439.0,4500.0,5009.0
26/01/2023 0:00,SOS250M48P,49,88,50,4,367.0,127.0,270.0
26/01/2023 0:00,POV002L09P,61,103,153,203,233.0,350.0,499.0
26/01/2023 0:00,POV001L24P,92,153,222,506,714.0,1140.0,1868.0
26/01/2023 0:00,POV500M24P,74,122,152,809,627.0,560.0,1145.0
26/01/2023 0:00,POP001L12P,99,160,193,850,240.0,238.0,1685.0
26/01/2023 0:00,POPF01L12P,23,36,36,67,540.0,440.0,1420.0
26/01/2023 0:00,MAR01K24P,51,148,309,500,980.001,995.0,709.0
29/01/2023 0:00,SOS005L04P,153,226,957,8038,4790.0,6819.0,10318.0
29/01/2023 0:00,SOS003L04P,91,146,375,993,1268.0,1646.0,1157.0
29/01/2023 0:00,SOS002L09P,126,195,896,7000,3357.332971,6575.0,7007.554952
29/01/2023 0:00,SOS001L12P,142,213,861,10000,5239.0,8046.0,11075.0
29/01/2023 0:00,SOS500M24P,119,184,568,5004,1640.0,2961.0,5655.0
29/01/2023 0:00,POP001L12P,99,160,193,731,1165.0,1885.0,2176.0
29/01/2023 0:00,AT5X5K,43,121,168,1500,1132.0,710.0,2444.0
29/01/2023 0:00,ATN01K24P,75,219,716,3000,1177.0,715.0,5019.0
29/01/2023 0:00,ATWWP002K12P,3,3,1,2,33.0,30.0,6.0
29/01/2023 0:00,MAHS025K,6,19,10,18,8.0,0.0,31.0
29/01/2023 0:00,SE500G24P,50,154,204,500,510.833,180.0,1540.0
30/01/2023 0:00,SOS005L04P,153,226,957,5422,7789.0,6104.0,9076.75
30/01/2023 0:00,POV005L04P,38,66,64,300,90.0,85.0,315.0
30/01/2023 0:00,POV002L09P,61,103,153,508,239.0,261.0,509.0
30/01/2023 0:00,POV001L24P,92,153,222,1009,824.0,1620.0,2488.0
30/01/2023 0:00,POP001L12P,99,160,193,957,453.0,252.0,2665.0
30/01/2023 0:00,POP002L09P,53,88,84,100,27.0,75.0,121.0
30/01/2023 0:00,ATN02K12P,31,93,125,1000,1596.0,1460.0,1386.5
30/01/2023 0:00,ATN01K24P,75,219,716,3000,4516.0,3840.0,3899.0
30/01/2023 0:00,MAR01K24P,51,148,309,200,720.0,423.0,745.0
30/01/2023 0:00,MASR025K,14,28,24,13,60.0,50.0,54.0
30/01/2023 0:00,SE500G24P,50,154,204,500,1158.167,920.0,869.0
31/01/2023 0:00,SOS003L04P,91,146,375,30,1575.0,680.0,424.0
31/01/2023 0:00,SOS250M48P,49,88,50,1,416.0,751.0,130.0
31/01/2023 0:00,POV001L24P,92,153,222,1203,2528.0,1736.0,1309.0
31/01/2023 0:00,POV500M24P,74,122,152,337,1485.0,1195.0,714.0
31/01/2023 0:00,AT5X5K,43,121,168,1200,767.0,990.0,2101.0
31/01/2023 0:00,ATN02K12P,31,93,125,800,870.916,1050.0,1599.583
31/01/2023 0:00,ATN01K24P,75,219,716,3000,5276.417,4620.0,3735.25
31/01/2023 0:00,MAR01K24P,51,148,309,500,1140.75,850.0,803.583
01/02/2023 0:00,MAR01K24P,51,148,309,380,647.0,850.0,1365.33
01/02/2023 0:00,SE200G24P,17,37,29,17,0.0,45.0,125.42
02/02/2023 0:00,SOS005L04P,153,226,957,11439,8917.0,9365.0,12920.0
02/02/2023 0:00,SOS002L09P,126,195,896,2597,7401.0,17625.0,10433.11099
02/02/2023 0:00,SOS001L12P,142,213,861,11063,10486.0,15117.0,17659.16703
02/02/2023 0:00,SOS500M24P,119,184,568,4046,3725.0,7043.0,7360.0
02/02/2023 0:00,POV002L09P,61,103,153,500,306.0,292.0,736.0
02/02/2023 0:00,POV001L24P,92,153,222,3505,677.0,740.0,3692.0
02/02/2023 0:00,POP002L09P,53,88,84,100,116.0,224.0,503.0
02/02/2023 0:00,POP500M24P,83,142,114,510,170.0,874.686,1081.0
02/02/2023 0:00,POPF01L12P,23,36,36,505,16.0,1311.5,1119.0
02/02/2023 0:00,MAR01K24P,51,148,309,445,819.0,710.0,1035.583
02/02/2023 0:00,SE500G24P,50,154,204,500,326.0,566.0,1144.083
04/02/2023 0:00,ATN01K24P,75,219,716,500,1227.13,1738.0,979.0
04/02/2023 0:00,MASR025K,14,28,24,100,249.0,52.0,240.0
05/02/2023 0:00,SOS005L04P,153,226,957,10500,9460.5,12455.5,24629.0
05/02/2023 0:00,SOS003L04P,91,146,375,2000,1044.25,1130.0,2558.0
05/02/2023 0:00,SOS002L09P,126,195,896,3100,5086.11099,9393.0,16933.0
05/02/2023 0:00,SOS001L12P,142,213,861,6371,7341.500996,13485.0,25394.0
05/02/2023 0:00,SOS500M24P,119,184,568,4500,2776.718931,7649.333,9705.0
05/02/2023 0:00,SOS250M48P,49,88,50,31,209.0,77.0,769.0
05/02/2023 0:00,SOP001L12P,16,31,27,130,167.582971,154.0,338.0
05/02/2023 0:00,POV005L04P,38,66,64,42,337.0,569.0,494.0
05/02/2023 0:00,POV002L09P,61,103,153,703,670.0,950.0,1383.0
05/02/2023 0:00,POV001L24P,92,153,222,2501,1949.0,2050.0,4460.0
05/02/2023 0:00,POV500M24P,74,122,152,2019,1147.0,991.0,2039.0
05/02/2023 0:00,POP001L12P,99,160,193,1000,1450.0,4629.0,2065.0
05/02/2023 0:00,POPF01L12P,23,36,36,524,390.0,390.0,1013.0
05/02/2023 0:00,AT5X5K,43,121,168,500,445.0,340.0,732.0
05/02/2023 0:00,ATN02K12P,31,93,125,500,568.0,500.0,616.0
05/02/2023 0:00,ATN01K24P,75,219,716,500,1866.625,840.0,4924.0
05/02/2023 0:00,MAR01K24P,51,148,309,500,667.583,160.0,929.0
05/02/2023 0:00,MASR025K,14,28,24,100,120.0,0.0,105.0
05/02/2023 0:00,SE500G24P,50,154,204,500,665.083,100.0,1036.0
06/02/2023 0:00,SOS005L04P,153,226,957,5924,13319.0,11010.0,15395.0
06/02/2023 0:00,SOS002L09P,126,195,896,6944,8742.0,6574.0,9378.780012
06/02/2023 0:00,SOS001L12P,142,213,861,6674,14597.0,10910.0,17765.501
06/02/2023 0:00,SOS500M24P,119,184,568,2538,6723.0,2442.0,5541.0
06/02/2023 0:00,POV002L09P,61,103,153,403,240.0,229.0,424.0
06/02/2023 0:00,POP005L04P,37,64,42,104,2.0,0.0,165.0
06/02/2023 0:00,POP002L09P,53,88,84,203,30.0,20.0,208.0
06/02/2023 0:00,POPF01L12P,23,36,36,502,370.0,370.0,1195.0
06/02/2023 0:00,AT5X5K,43,121,168,500,913.0,1060.0,1440.0
06/02/2023 0:00,ATN02K12P,31,93,125,500,1026.0,600.0,801.0
06/02/2023 0:00,ATN01K24P,75,219,716,1000,3691.0,3225.0,2517.0
06/02/2023 0:00,MAR01K24P,51,148,309,500,569.0,860.0,657.0
06/02/2023 0:00,MASR025K,14,28,24,141,190.0,336.0,240.0
06/02/2023 0:00,MAHS025K,6,19,10,2,0.0,0.0,20.0
07/02/2023 0:00,SOS003L04P,91,146,375,2001,1382.0,1945.0,2303.5
07/02/2023 0:00,POV001L24P,92,153,222,101,2014.0,2115.0,1716.0
07/02/2023 0:00,POP001L12P,99,160,193,88,1400.0,1500.0,327.0
07/02/2023 0:00,MAR01K24P,51,148,309,380,929.0,100.0,722.577
08/02/2023 0:00,POV002L09P,61,103,153,505,522.0,460.0,770.0
08/02/2023 0:00,POV001L24P,92,153,222,2500,1729.0,1955.0,2746.0
08/02/2023 0:00,POV500M24P,74,122,152,625,634.0,1385.0,883.0
08/02/2023 0:00,MAR01K24P,51,148,309,600,488.16,510.0,714.0
08/02/2023 0:00,SE200G24P,17,37,29,3,41.0,196.0,270.0
09/02/2023 0:00,SOS005L04P,153,226,957,10000,13016.0,7892.0,13667.0
09/02/2023 0:00,SOS002L09P,126,195,896,6001,8678.0,9484.0,8422.0
09/02/2023 0:00,SOS001L12P,142,213,861,13001,12157.0,7565.0,14209.0
09/02/2023 0:00,POV001L24P,92,153,222,2486,1734.0,1680.0,2542.0
09/02/2023 0:00,POV500M24P,74,122,152,1000,1530.0,1530.0,1343.0
09/02/2023 0:00,POP001L12P,99,160,193,200,1481.0,1431.0,1160.0
09/02/2023 0:00,ATN01K24P,75,219,716,3000,2525.0,1940.0,4361.0
09/02/2023 0:00,MAR01K24P,51,148,309,600,600.0,1070.0,1040.0
09/02/2023 0:00,SE500G24P,50,154,204,500,663.0,265.0,1351.0
11/02/2023 0:00,AT5X5K,43,121,168,1000,1170.0,730.0,1475.0
11/02/2023 0:00,ATN02K12P,31,93,125,200,628.167,0.0,297.0
12/02/2023 0:00,SOS005L04P,153,226,957,10009,8079.0,9573.0,18077.0
12/02/2023 0:00,SOS002L09P,126,195,896,6500,6241.0,6835.0,14769.0
12/02/2023 0:00,SOS001L12P,142,213,861,13000,7763.666033,10827.0,19648.0
12/02/2023 0:00,SOS500M24P,119,184,568,5381,3621.61404,6195.0,9100.0
12/02/2023 0:00,POV005L04P,38,66,64,500,218.0,315.0,704.0
12/02/2023 0:00,POV001L24P,92,153,222,3952,1998.0,3553.0,4469.0
12/02/2023 0:00,POV500M24P,74,122,152,1507,1027.0,2298.0,2676.0
12/02/2023 0:00,POP001L12P,99,160,193,1780,420.0,400.0,2513.0
12/02/2023 0:00,AT5X5K,43,121,168,1000,1518.0,1675.0,1528.0
12/02/2023 0:00,ATN02K12P,31,93,125,100,736.0,1110.0,1060.0
12/02/2023 0:00,ATN01K24P,75,219,716,500,753.0,760.0,5303.0
12/02/2023 0:00,SE500G24P,50,154,204,500,252.0,590.0,2063.0
12/02/2023 0:00,SE200G24P,17,37,29,100,39.0,91.0,110.0
13/02/2023 0:00,SOS005L04P,153,226,957,10022,13862.0,12742.0,17193.25
13/02/2023 0:00,SOS002L09P,126,195,896,7000,9566.0,8385.0,10490.0
13/02/2023 0:00,SOS001L12P,142,213,861,14000,13800.0,13608.0,16757.0
13/02/2023 0:00,POV005L04P,38,66,64,302,597.0,320.0,501.0
13/02/2023 0:00,POV002L09P,61,103,153,309,1005.0,501.0,1036.0
13/02/2023 0:00,POV001L24P,92,153,222,2952,3398.0,4134.0,3515.0
13/02/2023 0:00,POV500M24P,74,122,152,500,1968.0,1613.0,2016.0
13/02/2023 0:00,POP001L12P,99,160,193,60,205.0,205.0,1046.0
13/02/2023 0:00,POPF01L12P,23,36,36,518,393.0,345.0,1150.0
13/02/2023 0:00,ATN01K24P,75,219,716,1000,3220.0,2970.0,4717.833
13/02/2023 0:00,SE500G24P,50,154,204,800,665.0,555.0,1068.0
13/02/2023 0:00,SE200G24P,17,37,29,1,20.0,277.0,58.0
14/02/2023 0:00,SOS005L04P,153,226,957,10039,12501.0,14021.0,29251.0
14/02/2023 0:00,SOS002L09P,126,195,896,4847,8319.0,6870.0,17948.55598
14/02/2023 0:00,SOS001L12P,142,213,861,8542,14085.501,15309.0,28339.0
14/02/2023 0:00,POP001L12P,99,160,193,640,370.0,370.0,1975.0
14/02/2023 0:00,POP002L09P,53,88,84,100,317.0,92.0,139.0
14/02/2023 0:00,AT5X5K,43,121,168,1500,1401.0,1303.0,3623.0
14/02/2023 0:00,ATN01K24P,75,219,716,5000,4263.0,3601.0,9012.0
14/02/2023 0:00,MAR01K24P,51,148,309,1000,1120.0,1550.0,1833.0
14/02/2023 0:00,SE500G24P,50,154,204,1000,1135.0,1462.0,1830.0
15/02/2023 0:00,SOS008L02P,52,92,78,786,622.0,565.0,819.0
15/02/2023 0:00,SOS005L04P,153,226,957,10331,10579.25,7609.25,12985.75
15/02/2023 0:00,SOS002L09P,126,195,896,6633,5920.0,2713.0,7113.444022
15/02/2023 0:00,SOS001L12P,142,213,861,11513,10174.0,5534.0,14869.91594
15/02/2023 0:00,ATN02K12P,31,93,125,500,476.0,610.0,618.917
15/02/2023 0:00,MAR02K12P,8,22,42,15,200.0,0.0,332.583
15/02/2023 0:00,SE500G24P,50,154,204,1000,1043.0,660.0,1414.667
16/02/2023 0:00,SOS005L04P,153,226,957,11474,11898.0,12904.0,15844.5
16/02/2023 0:00,SOS002L09P,126,195,896,4384,7184.0,6683.0,9222.221981
16/02/2023 0:00,SOS001L12P,142,213,861,10338,15307.66295,16136.33,15500.0
16/02/2023 0:00,SOS500M24P,119,184,568,5190,5794.0,4377.0,5645.0
16/02/2023 0:00,POV002L09P,61,103,153,503,603.0,626.0,530.0
16/02/2023 0:00,SE500G24P,50,154,204,1200,664.0,350.0,1351.583
19/02/2023 0:00,SOS005L04P,153,226,957,12000,10983.0,13837.0,16128.0
19/02/2023 0:00,SOS001L12P,142,213,861,10000,11654.66703,8562.0,15428.32998
19/02/2023 0:00,SOS500M24P,119,184,568,5004,4523.0,5005.0,5529.0
19/02/2023 0:00,POV001L24P,92,153,222,2476,1998.0,2297.0,2722.0
19/02/2023 0:00,AT5X5K,43,121,168,1000,379.0,0.0,1097.0
19/02/2023 0:00,ATN02K12P,31,93,125,1000,666.0,305.0,1224.0
19/02/2023 0:00,ATN01K24P,75,219,716,3000,1906.998,665.0,6197.215
19/02/2023 0:00,MAR01K24P,51,148,309,887,938.166,500.0,1022.0
19/02/2023 0:00,MAHS025K,6,19,10,13,27.0,0.0,87.0
19/02/2023 0:00,SE500G24P,50,154,204,1200,786.166,1560.0,3160.0
19/02/2023 0:00,SE200G24P,17,37,29,200,209.0,45.0,226.0
20/02/2023 0:00,SOS001L12P,142,213,861,11000,9313.5,10380.0,11561.0
20/02/2023 0:00,POV500M24P,74,122,152,1015,945.0,1080.0,1288.0
20/02/2023 0:00,AT5X5K,43,121,168,1000,1234.0,920.0,2253.0
20/02/2023 0:00,ATN02K12P,31,93,125,1500,895.0,440.0,1745.894667
20/02/2023 0:00,ATN01K24P,75,219,716,3000,6233.484,4107.0,10050.80867
20/02/2023 0:00,MAHS025K,6,19,10,100,80.0,90.0,105.0
20/02/2023 0:00,SE500G24P,50,154,204,2000,1209.17,2310.0,2267.0
22/02/2023 0:00,SOS001L12P,142,213,861,9678,8777.5,5435.0,12437.0
22/02/2023 0:00,SOS500M24P,119,184,568,4001,4038.0,2451.0,5588.0
22/02/2023 0:00,POV005L04P,38,66,64,300,182.0,130.0,417.0
22/02/2023 0:00,AT5X5K,43,121,168,1000,892.0,470.0,2434.0
22/02/2023 0:00,ATN02K12P,31,93,125,500,769.0,1006.0,1385.292667
23/02/2023 0:00,SOS005L04P,153,226,957,10898,8365.0,11752.0,12238.0
23/02/2023 0:00,SOS002L09P,126,195,896,4346,8524.340036,13228.0,8335.0
23/02/2023 0:00,POV001L24P,92,153,222,1500,1630.0,1920.0,1845.0
