Date,SOS008L02P,SOS005L04P,SOS003L04P,SOS002L09P,SOS001L12P,SOS500M24P,SOS250M48P,SOP001L12P,POV005L04P,POV002L09P,POV001L24P,POV500M24P,POP001L12P,POP015K,SO0005L04P,SO0002L09P,SO0001L12P,SO0500M24P,POP005L04P,POP002L09P,POP001L12P.1,POP500M24P,POPF01L12P,AT5X5K,ATN02K12P,ATN01K24P,MAR02K12P,MAR01K24P,ATWWP002K12P,ATWWP001K24P,MASR025K,MAHS025K,SE500G24P,SE200G24P,ATPPCH5X5K,ATPA1K24P,MAPA1K24P,MAP1K25P,MAC1K25P,EEA500G12P,EEA200G24P
10/02/2023 0:00,8,5664,937,4178,8464,3537,0,0,545,774,1973,525,49,0,0,0,0,0,150,20,150,150,646,1650,1110,5085,100,525,0,0,0,0,905,0,0,0,0,0,0,0,0
11/02/2023 0:00,0,7893,1532.5,2740,7183,3550,0,0,270,486.107,1300,664,0,0,0,0,0,0,10,20,559,490,1345,730,0,528,0,180,0,145,0,50,335,32,0,0,0,0,0,0,0
12/02/2023 0:00,0,9573,1610,6835,10827,6195,0,0,315,900,3553,2298,400,0,0,0,0,0,32,949,2085,757,258,1675,1110,760,100,260,100,1113,25,19,590,91,0,0,0,0,0,0,0
13/02/2023 0:00,6,12742,1530,8385,13608,6578,0,60,320,501,4134,1613,205,0,0,0,0,0,12,162,380,196,345,650,790,2970,100,170,50,218,110,30,555,277,0,0,0,0,0,0,0
14/02/2023 0:00,980,14021,1695,6870,15309,6580,20,300,276,800,3333,2415,370,0,0,0,0,0,10,92,0,214,0,1303,843,3601,335,1550,0,135,50,6,1462,0,0,0,0,0,0,0,0
15/02/2023 0:00,565,7609.25,650,2713,5534,2154,1626,20,310,280,925,830,1225,0,0,0,0,0,10,100,0,35,300,1726,610,4648,0,650,20,2,40,0,660,0,0,0,0,0,80,0,0
16/02/2023 0:00,1225,12904,2125,6683,16136.33,4377,1591,371,415,626,2871,902,556,0,0,0,0,0,177,387,290,395,514,1860,1005,5860,30,720,60,29,0,0,350,40,0,0,0,0,0,0,0
17/02/2023 0:00,420,10037,1456,7520.111,12441.423,6038,813,30,180,415,1871,199,875,0,0,0,0,0,105,250,606,434,380,750,450,4150,0,880,0,0,300,58,1018,255,0,0,0,0,0,0,0
18/02/2023 0:00,260,9309,505,7306,11447,4765,300,0,120,210,1387,609,0,0,0,0,0,0,96,250,832,230,407,780,280,1615,200,1225,0,5,20,10,280,130,0,0,0,0,0,0,0
19/02/2023 0:00,452,13837,500,10516,8562,5005,145,230,407,770,2297,792,1601,0,0,0,0,0,94,90,335,265,52,0,305,665,30,500,30,0,90,0,1560,45,0,0,0,0,0,0,0
20/02/2023 0:00,810,9066,1045,5833,10380,4621,100,55,250,475,3147,1080,550,0,0,0,0,0,115,265,1055,136,31,920,440,4107,100,1285,0,5,215,90,2310,70,0,0,0,0,0,0,0
21/02/2023 0:00,745,9556,1018,8307.556,12596,5401,290,0,55,260,666,380,1650,0,0,0,0,0,5,45,405,85,100,960,410,3770.435,20,1010,0,10,10,0,2780,170,0,0,0,0,0,0,0
22/02/2023 0:00,130,7459,791,5937,5435,2451,192,25,130,227,2170,900,500,0,0,0,0,0,20,50,470,335,80,470,1006,3151.227,100,538,0,40,104,100,1046,40,0,0,0,0,0,0,0
23/02/2023 0:00,535,11752,1856,13228,12330,5981,784,181,400,635,1920,910,520,0,0,0,0,0,20,39,180,627,0,1190,2200,5241,300,490,40,18,150,25,2075,243,0,0,0,0,0,0,0
24/02/2023 0:00,330,11996,1267,9605,13920,4643,336,310,375,635,1905,1620,79,0,0,0,0,0,0,0,75,85,140,298,487,5179,2,790,0,0,0,10,818,95,0,0,0,0,0,0,0
25/02/2023 0:00,36,7521,1502,3005,3211,1475,0,0,130,290,809,275,10,0,0,0,0,0,29,100,450,50,0,450,1439.5,3610,165,515,0,0,170,10,4020,364,0,0,0,0,0,0,0
26/02/2023 0:00,55,13560,1104,6510,13715,3572,94,1150,140,250,1140,510,713,0,0,0,0,0,105,140,848,195,400,1010,142,1640,0,103,30,0,0,0,470,0,0,0,0,0,0,0,0
27/02/2023 0:00,780.413,13862,2263,7400,15180,4961,419,90.318,175,496,1885.734,1030.824,1215.912,0,0,0,0,0,100,110.775,3021.683,330,750,820,531,3646,180,270,80,0,420,0,1240,100,0,0,0,0,0,0,0
28/02/2023 0:00,470,10567,610,6313,7450,1802,395,0,285,545,1485,1415,1721,0,0,0,0,0,60,50,278,340,120,669,428,6618,0,1231,0,10,10,0,4155,300,0,0,0,0,0,0,0
01/03/2023 0:00,38,10785.3,1676.49,8729.615,14269.383,3999.77,138.959,70,90,450.673,910,400,530,0,0,0,0,0,23,148,345,90,200,773,325,6632.166,100,1341,40,0,100,0,2730,310,0,0,0,0,0,0,0
02/03/2023 0:00,100,13554,1845,7235,14220,2996,0,91,131,403,1911,1589,1060,0,0,0,0,0,88,133,374,521,200,350,100,3335,0,350,0,0,50,0,350,0,0,0,0,0,0,0,0
03/03/2023 0:00,900,10698,633,3977,9826,3699,0,150,625,1035,1915,1075,465,0,0,0,0,0,85,195,530,425,50,670,420,3705,155,900,0,0,103,3,630,154,0,0,0,0,0,0,0
04/03/2023 0:00,540,6858,592,3095,6515,2024,0,0,392,660,1330,761,385,0,0,0,0,0,17,30,300,100,500,500,500,398,120,315,20,0,60,0,1050,85,0,0,0,0,0,0,0
05/03/2023 0:00,650,8431,1036,3291,10644,3342,0,150,557,604,1358,816,2314,0,0,0,0,0,165,451,572,587,215,10,220,100,100,300,0,0,25,30,1100,52,0,0,0,0,0,0,0
06/03/2023 0:00,1235,14899,1567,3995,12590,6182,0,14,290,610,1375,920,735,0,0,0,0,0,20,156,465,286,50,1660,440,1578,280,1260,90,55,213,35,1238,204,0,0,0,0,10,0,0
07/03/2023 0:00,680,14489,1541,3988,15485,4940,0,70,58,300,2305,1140,1830,0,0,0,0,0,217,92,1040,415,701,770,720,2155,450,660,1,103,5,0,215,30,0,0,0,0,0,0,0
08/03/2023 0:00,377,13358,1740,4819,12848,4393,0,110,366,220,1279,1249,1456,0,0,0,0,0,123,120,458,410,400,110,490,2784,104,860,100,12,80,0,350,80,0,0,0,0,0,0,0
09/03/2023 0:00,708,13126,136,4204,11456,4207,0,5,480,390,1310,865,0,0,0,0,0,0,97,195,685,725,50,360,0,1000,0,410,0,2,3,109,440,40,0,0,0,0,25,0,0
10/03/2023 0:00,305,11438,0,6669,11309,4671,0,5,625,770,2073,1529,50,0,0,0,0,0,155,64,830,445,0,225,71,1278.958,0,810,0,50,5,41,221,25,0,0,0,0,0,0,0
11/03/2023 0:00,360,5523,470,2765,5698,2240,0,0,229,445,934,502,1066,0,0,0,0,0,55,0,485,200,0,525,225,930,100,218,0,8,200,20,499,15,0,0,0,0,0,0,0
12/03/2023 0:00,436,13222,1702,8351,8455,3148,0,0,350,589,1854,986,830,0,0,0,0,0,140,0,400,400,150,152,935,1094,310,130,40,9,0,0,300,8,0,0,0,0,0,0,0
13/03/2023 0:00,1927,14701,3072,5171,14997,3530,0,15,518,330,1817,655,290,0,0,0,0,0,150,293,500,210,170,581,613,1546,170,2035,20,24,0,20,971,0,0,0,0,0,0,0,0
14/03/2023 0:00,605,18719,2819,851,13531,4094,0,100,1427,830,3747,1998,655,0,0,0,0,0,165,169,810,250,305,370,366,1690,120,860,0,31,5,0,537,155,0,0,0,0,0,0,0
15/03/2023 0:00,305,17198,3474,1970,17711,4887,0,27,562,645,4940,1768,1790,0,0,0,0,0,20,230,745,390,155,340,0,3084,0,215,0,0,73,0,40,145,0,0,0,0,0,0,0
16/03/2023 0:00,617,17192,2814,10415,14961,4846,0,660,1212,465,5063,2988,1030,0,0,0,0,0,280,435,1507,560,430,0,790,1835,250,1015,80,20,260,500,820,0,0,0,0,0,0,0,0
17/03/2023 0:00,270,12662,1648,12104,12680,1773,0,10,915,860,3171,1491,750,0,0,0,0,0,300,242,698,430,60,90,210,751,70,630,0,8,0,0,620,0,0,0,0,0,0,0,0
18/03/2023 0:00,65,9910,1928,12052,8537,3168,0,50,250,1059,1439,1107,240,0,0,0,0,0,35,285,510,600,555,960,150,813,300,587,0,3,0,221,630,80,0,0,0,0,0,0,0
19/03/2023 0:00,50,8242,4065,8200,8501,5280,0,220,340,702,2718,1340,980,0,0,0,0,0,88,206,1050,270,200,70,20,1325,50,1910,0,3,15,181,347,40,0,0,0,0,0,0,0
20/03/2023 0:00,793,12679,2398,12991,13067,3452,30,560,381,1175,2512,1470,1490,0,0,0,0,0,88,126,580,351,170,0,250,0,0,0,0,134,80,0,0,0,0,0,0,0,0,0,0
21/03/2023 0:00,564,18360,2669,15733,16647,2811,1522,30,915,1905,4415,1661,1950,0,0,0,0,0,230,252,1165,595,650,100,450,1415,20,475,0,148,80,0,540,0,0,0,0,0,0,0,0
22/03/2023 0:00,647,11148,1716,11962,12299,379,1373,130,980,1780,4290,1638,2497,0,0,0,0,0,330,400,945,400,450,205,10,1975,50,1460,0,60,0,0,895,299,0,0,0,0,0,0,0
23/03/2023 0:00,350,12569,1320,11076.44,13036,5267,960,90,180,695,2085,784,1373,0,0,0,0,0,139,265,736,62,70,540,155,1095,50,145,0,90,140,50,460,81,0,0,0,0,70,0,0
24/03/2023 0:00,140,13059,1990,9351,9765,5311,465,0,455,641,1421,820,2270,0,0,0,0,0,50,50,405,138,100,50,30,1868,0,680,0,103,0,0,140,0,0,0,0,0,0,0,0
25/03/2023 0:00,715,8570,1740,3603,5695,4469,394,200,870,1020,2382,2083,2720,0,0,0,0,0,30,50,440,580,0,510,0,240,0,538,0,0,0,0,300,50,0,0,0,0,0,0,0
26/03/2023 0:00,570,12703,1134,6115,14080,5550,355,13,1789,2470,4418,1610,1965,0,0,0,0,0,180,130,645,276,1500,25,35,820,0,455,10,1,0,200,405,120,0,0,0,15,0,0,0
27/03/2023 0:00,631,7783,1865,4065,8390,6835,357,50,110,510,1490,1265,3609,0,0,0,0,0,185,593,860,400,0,0,230,100,0,50,0,0,20,0,0,20,0,0,0,0,0,0,0
28/03/2023 0:00,60,9720,2237,5314,13058.333,6835,92,10,239,622,1055,3440,700,0,0,0,0,0,150,230,780,353,50,45,210,601,200,830,24,0,50,15,245,0,0,0,0,0,0,0,0
29/03/2023 0:00,680,13112,1268,8152,13145,4328,515,594,1190,945,3030,2039,1231,0,0,0,0,0,110,180,835,220,150,265,340,2460,260,2085,0,3,0,30,625,94,0,0,0,0,0,0,0
30/03/2023 0:00,875,7794,990,4709,7938.5,2546,266,220,1178,1457,2920,1045,6480,0,0,0,0,0,310,422,851,577,400,0,320,2200,100,800,0,2,10,0,450,20,0,0,0,0,0,0,0
31/03/2023 0:00,33,4864,715,3979,7089,2845,155,0,1016,1639,1709,702,4255,0,0,0,0,0,52,180,180,100,338,20,30,1630,0,680,0,11,26,0,575,150,0,0,0,0,0,0,0
01/04/2023 0:00,550,10005,1690,3489,9904,3607,140,0,340,185,660,530,0,0,0,0,0,0,30,300,230,105,100,0,0,520,100,390,0,0,0,15,844,30,0,0,0,0,0,0,0
02/04/2023 0:00,230,16085,1680,631,7786,9406,70,55,265,565,4870,755,1500,0,0,0,0,0,20,370,1420,470,105,460,0,940,0,700,0,0,25,0,320,10,0,0,0,0,0,0,0
03/04/2023 0:00,515,10304,1169,1525,10231,3479,110,0,620,459,3644,1404,800,0,0,0,0,0,33,45,390,260,800,20,10,2411.666,0,271.666,0,0,0,0,511.666,220,0,0,0,0,0,0,0
04/04/2023 0:00,66,6446,534,3557,10003,3124,225,0,430,305,1700,1355,2030,0,0,0,0,0,160,110,1091,756,500,1190,160,1230,0,905,0,0,250,0,688,70,0,0,0,0,0,0,0
05/04/2023 0:00,790,11228,1000,2146,19617,3668,540,0,603,70,2810,1389,1230,0,0,0,0,0,360,0,1443,691,260,1255,280,2519,20,142,0,0,150,0,1297,20,0,0,0,0,0,0,0
06/04/2023 0:00,20,9741,1480,4439,13837,3922,625,0,1070,2003,2607,1355,1655,0,0,0,0,0,250,405,1465,587,50,170,60,2806,0,2155,0,0,6,0,1433,0,0,0,0,0,0,0,0
07/04/2023 0:00,510,9328,2534,3530,12687,4265,443,0,947,2405,3315,1199,400,0,0,0,0,0,60,305,470,300,50,30,5,1983,25,860,0,0,0,180,600,0,0,0,0,0,0,0,0
08/04/2023 0:00,320,7704,2660,1598,9230,4759,100,875,326,610,924,695,620,0,0,0,0,0,186,245,782,521,750,1230,310,1220,250,550,0,0,20,100,210,220,0,0,0,0,0,0,0
09/04/2023 0:00,660,8286,1629,3255,9190,3305,53,200,230,9,1045,830,0,0,0,0,0,0,88,50,420,190,120,55,230,1215,130,638,0,0,100,25,753,20,0,0,0,0,0,0,0
10/04/2023 0:00,675,6323,795,4203,6196,2455,95,315,372,445,2070,865,0,0,0,0,0,0,70,210,320,190,0,1730,890,3316,50,715,0,0,110,0,1778,55,0,0,0,0,0,0,0
11/04/2023 0:00,510,5366,989,5010,8639,2394,170,250,645,1550,3125,1710,300,0,0,0,0,0,93,678,732,790,50,740,510,3277,204,800,0,0,0,15,800,80,0,0,0,0,0,0,0
12/04/2023 0:00,63,5050,1093,2279.12,6953,1877,150,50,200,795,2036,1067,300,0,0,0,0,0,100,70,230,390,0,1507,349,4016,0,1560,0,0,200,18,926,0,0,0,0,0,0,0,0
13/04/2023 0:00,180,6874,937,3082.77,10404,2520,230,5,472,917,3021,1195,135,0,0,0,0,0,130,405,10,840,0,1320,503,2075,200,1303,0,0,65,0,820,0,0,0,0,0,0,0,0
14/04/2023 0:00,70,5277,1137,3578,6045,1966,70,0,158,585,1656,675,30,0,0,0,0,0,30,75,0,100,0,1257,200,3712,0,1165,0,0,300,0,444,150,0,0,0,0,0,0,0
15/04/2023 0:00,1185,3445,690,2461,5800.333,975,300,0,970,420,1330,440,0,0,0,0,0,0,285,155,706,510,0,590,300,2512,250,480,0,0,315,0,666,45,0,0,0,0,0,0,0
16/04/2023 0:00,670,4981.25,1315.5,3337.777,7556.08,1695.666,50,0,175,1137,1300,1130,0,0,0,0,0,0,100,100,1440,60,0,1060,545,5201,0,1765,0,0,50,0,1180,150,0,0,0,0,0,0,0
17/04/2023 0:00,100,5471,1281.666,4520,9584.33,2929.665,0,168,389,182,2275,1045,0,0,0,0,0,0,60,129,1190,385,0,2367,660,1301,200,345,0,0,50,0,540,0,0,0,0,0,0,0,0
18/04/2023 0:00,482,6291,1930,7605,10591,2478,135,0,790,526,3283,1139,1145,0,0,0,0,0,65,0,1350,360,320,1335,267,3120,10,1600,0,0,0,0,645,70,0,0,0,0,0,0,0
19/04/2023 0:00,450,3753,899,14202,5527,1585,200,0,530,1939,2210,845,330,0,0,0,0,0,30,0,434,353,100,2531,1174,6075,60,423,0,0,335,0,920,60,0,0,0,0,0,0,0
20/04/2023 0:00,0,419,160,6185,955,379,0,0,50,400,397,130,40,0,0,0,0,0,5,0,80,10,0,1310,520,3018,0,182,0,0,40,0,680,0,0,0,0,0,0,0,0
21/04/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/04/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/04/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/04/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/04/2023 0:00,30,861,345,5143,2896,391,20,0,105,255,470,220,0,0,0,0,0,0,0,300,309,100,0,1072,730,785,50,500,0,0,0,0,0,0,0,0,0,0,0,0,0
26/04/2023 0:00,185,5540,885,3594,8112,2883,55,150,325,1235,1010,430,50,0,0,0,0,0,100,403,980,290,300,685,286,1890,0,960,0,0,230,0,150,0,0,0,0,0,0,0,0
27/04/2023 0:00,50,2075,465,1317.777,2275,876,20,0,110,395,1380,375,50,0,0,0,0,0,0,0,120,130,0,1774,809,5900,175,885,0,0,420,0,1282,30,0,0,0,0,0,0,0
28/04/2023 0:00,55,1124,220,800,1395,510,0,0,100,0,575,525,2050,0,0,0,0,0,0,0,30,20,495,2257,1145,3221,65,449,0,0,50,0,235,0,0,0,0,0,0,0,0
29/04/2023 0:00,0,1638.25,160,1380,3260,620,150,0,50,20,725,835,700,0,0,0,0,0,0,0,20,0,0,935,470,2700,105,695,0,0,200,0,655,130,0,0,0,0,0,0,0
30/04/2023 0:00,183,1380,80,4116.889,2927.083,518,0,0,92,995,4,520,0,0,0,0,0,0,86,876,777,887,0,1076,1570,1091,240,445,0,0,13,200,365,0,0,0,0,0,0,0,0
01/05/2023 0:00,170,2805,250,1466,3380,894,62,55,55,180,0,315,50,0,0,0,0,0,0,171,16,76,0,1045,380,4885,21,1294,0,0,23,5,940,69,0,0,0,0,0,0,0
02/05/2023 0:00,500,2226,575,1414,1585,50,320,0,170,710,0,170,700,0,0,0,0,0,0,140,180,54,0,150,700,1288,0,250,0,0,5,0,555,0,0,0,0,0,0,0,0
03/05/2023 0:00,0,1062,96,666,280,0,136,100,15,93,0,16,15,0,0,0,0,0,0,220,90,50,0,3135,1280,5145,215,760,0,0,230,0,1131,10,0,0,0,0,0,0,0
04/05/2023 0:00,748,668,250,0,0,660,300,30,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,1765,1043,5822,220,975,0,0,0,2,1558,280,0,0,0,0,30,0,0
05/05/2023 0:00,0,2105,200,163,500,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655,1080,4568,30,1025,0,0,5,0,1147,40,0,0,0,0,0,0,0
06/05/2023 0:00,215,4111,711,3082,5882,2661,120,20,190,0,324,40,750,0,0,0,0,0,0,50,250,100,10,1090,1560,4170,100,1214,130,225,37,15,590,100,0,0,0,0,0,0,0
07/05/2023 0:00,345,7761.5,567,8849.44,15427,3497,85,0,135,160,2559,1171,0,0,0,0,0,0,5,80,561,351,0,545,885,6075,250,990,50,1120,0,0,860,30,0,0,0,0,0,0,0
08/05/2023 0:00,150,12836,2104.5,9716,9073.667,2869.667,282,120,934,2211,4079,1123,700,0,0,0,0,0,46,90,174,30,165,1601,1550,3995,98,608,100,2,465,0,340,0,0,0,0,0,0,0,0
09/05/2023 0:00,80,9290,2055,10702,11449,3146,300,0,684,1713,3376,1877,850,0,0,0,0,0,71,560,720,500,0,2630,1200,4977,200,355,0,0,0,105,715,45,0,0,0,0,0,0,0
10/05/2023 0:00,130,14116,2053,9754.111,12421.666,3479.666,115,0,765,976,3018,896,790,0,0,0,0,0,235,400,557,428,134,1140,1662,4260,0,750,0,2,115,0,1290,60,0,0,0,0,0,0,0
