Date,SOS008L02P,SOS005L04P,SOS003L04P,SOS002L09P,SOS001L12P,SOS500M24P,SOS250M48P,SOP001L12P,POV005L04P,POV002L09P,POV001L24P,POV500M24P,POP001L12P,POP015K,SO0005L04P,SO0002L09P,SO0001L12P,SO0500M24P,POP005L04P,POP002L09P,POP001L12P.1,POP500M24P,POPF01L12P,AT5X5K,ATN02K12P,ATN01K24P,MAR02K12P,MAR01K24P,ATWWP002K12P,ATWWP001K24P,MASR025K,MAHS025K,SE500G24P,SE200G24P,ATPPCH5X5K,ATPA1K24P,MAPA1K24P,MAP1K25P,MAC1K25P,EEA500G12P,EEA200G24P
15/01/2023 0:00,347,3963.75,726,4786.332971,6507,2760.375,379,3,118,170,637,245,881,0,0,0,0,0,111.999011,72.00299145,262,125,10,901,830,2749,64,512.999,0,80,185,25,1140,132.7710417,0,0,0,0,0,0,0
16/01/2023 0:00,418,10404.5,1225.75,9461.666969,11571.66603,6092.999004,155,85.91603261,279,634,1802,1015,791,0,0,0,0,0,40,120,298,114,75,2454,1149.25,5748.167,150.25,1256.917,56.083,62.792,15,0,1262.667,94,0,0,0,0,0,0,0
17/01/2023 0:00,808,7288,1077,9604.332971,12099,4664.999004,190,96,133,336,961,821,1065,0,0,0,0,0,32,103,330,370,200,1990,2221.166,5458.875,202,853,50,113,401,150,1754,84,0,0,0,0,0,0,0
18/01/2023 0:00,611.5,6696.75,1249,6933,9191,2821,901,37,273,335,1413,788,665,0,0,0,0,0,10,6,63.00100733,115,600,2063.6,969,3887.042,278,331.542,0,31.042,111,0,804,45,0,0,0,0,0,0,0
19/01/2023 0:00,435,5372.25,864,4531.221981,8171,3468,602,271,285,220,891,466,674,0,0,0,0,0,69,130,188,100,250,1751,494,3563,92,738,15,50,55,45,1446.998,41.20791667,0,0,0,100,0,0,0
20/01/2023 0:00,98,6584,574,5766,8167,3231,255,163.917029,185,603,1652,865,640,0,0,0,0,0,0,33,176,55,0,715,306,1778,31,183,0,44,0,0,877,70,0,0,0,0,0,0,0
21/01/2023 0:00,480,6058.5,655,4157.88901,5834,2523,511,10,94,257,780,610,930,0,0,0,0,0,105,293,1031,165,105,1231,1094.5,3815,87,636,8,86,72,12,1127,170,0,0,0,0,12,0,0
22/01/2023 0:00,1317.5,3308,1341.670018,4075.326993,5544,2106.659964,347,52,60,51,210,218,270,0,0,0,0,0,81,89,354,74,468,770,460,1555,116,498,4,46,21,0,529,64,0,0,0,0,0,0,0
23/01/2023 0:00,326,6221.5,875.25,6641.221981,11854,4867,254,60,107,260,1831,829,839,0,0,0,0,0,131,77,522,134,354,847.4,827,3407.667,182,759.667,17,53,60,30,1058.417,76,0,0,0,0,26,0,0
24/01/2023 0:00,746,6428,706,6276.11099,10093,5025,345.0009964,259,50,343,1091,246,1174,0,0,0,0,0,8,9,212,87,360,965,856,3326,289,655,7,61,250,77,1104,100,0,0,0,0,0,0,0
25/01/2023 0:00,605,5415.5,779,5498.332971,8048,4075,302,244,223,284,1034,591,1150,0,0,0,0,0,15,51,189,30,75,839,907,3299,109,592,6,52,206,10,883,70.79208333,0,0,0,0,0,0,0
26/01/2023 0:00,614,5840,631,4130,7426,3439,367,44,104,233,714,627,240,0,0,0,0,0,170,169,475.75,201,540,334,771,2726,41,980.001,6,78,0,20,341,39,0,0,0,0,0,0,0
27/01/2023 0:00,63,3645,707,3638,5149,2797,175,90,65,81,1001,144,50,0,0,0,0,0,0,14,39.25,100,502,837,575,2047,10,465,0,38,0,0,584.167,32,0,0,0,0,0,0,0
28/01/2023 0:00,862,5391.5,526,4096,6439,2700,167,187,165,279,1323,1313,226,0,0,0,0,0,124,81,84.75,37,205,424,663,2278,140,286,10,41,46,50,1106,38,0,0,0,0,0,0,0
29/01/2023 0:00,375,4790,1268,3357.332971,5239,1640,83,225,118,115,454,288,1165,0,0,0,0,0,28,50,207.25,68,234,1132,270,1177,112,281,33,34,75,8,510.833,10,0,0,0,0,0,0,0
30/01/2023 0:00,280,7789,985,5580.221981,8617,4140,200,59,90,239,824,238,453,0,0,0,0,0,19,27,289,22,720,1406,1596,4516,258,720,7,43,60,0,1158.167,0,0,0,0,0,0,0,0
31/01/2023 0:00,792,11903,1575,8391.443961,13380.16603,4929,416,647,545,800,2528,1485,1516,0,0,0,0,0,22,93,159.9989927,24,100,767,870.916,5276.417,165.916,1140.75,14.73,68.137,90,15,811,49,0,0,0,0,28,0,0
01/02/2023 0:00,1221,3513.5,262,2520.88901,3644,1655,435,0,149,383,492,270,0,0,0,0,0,0,53,61,151,67,35,1593,1070,2606,347,647,21.021,97,80,11,755,0,0,0,0,0,0,0,0
02/02/2023 0:00,386,8917,1009,7401,10486,3725,501.9990036,113,204,306,677,600,330,0,0,0,0,0,29,116,346,170,16,197,152,2467,57,819,0,59,128,0,326,131,0,0,0,0,20,0,0
03/02/2023 0:00,377,8453.25,1107,6328,9985,3439,311,10,288,269,1791,1010,250,0,0,0,0,0,20,225,369,305,205,221,261,1738,8,368,0,0,0,5,169,0,0,0,0,0,0,0,0
04/02/2023 0:00,525,5873,503.5,5245.55,5231.416033,2171.61404,266,29.91603261,55,96,964,675,1773.841941,0,0,0,0,0,70,95,300,222,100,195.4,590.75,1227.13,210.33,568.33,0,45,249,0,711.33,149,0,0,0,0,0,0,0
05/02/2023 0:00,1211.5,9460.5,1044.25,5086.11099,7341.500996,2776.718931,209,167.582971,337,670,1949,1147,1450,0,0,0,0,0,40,276,798,508,390,445,568,1866.625,281,667.583,0,27,120,39,665.083,86,0,0,0,0,72,0,0
06/02/2023 0:00,1390,13319,1212,8742,14597,6723,184,5,201,240,1332,334,1308,0,0,0,0,0,2,30,273,252,370,913,1026,3691,194,569,0,9,190,0,746,208,0,0,0,0,38,0,0
07/02/2023 0:00,1123,13264,1382,9131,14290,4821.001993,80,0,140,677,2014,1753,1400,0,0,0,0,0,190,257.9970085,631,445,10,1370,763,2876,130,929,0,8,265,0,876.167,45,0,0,0,0,25,0,0
08/02/2023 0:00,800,14462.5,1491,8269,13893.33397,4458,0,0,95,522,1729,634,640,0,0,0,0,0,333,214,780,253,709,742,1248,2176.16,242,488.16,0,0,100,70,574,41,0,0,0,0,0,0,0
09/02/2023 0:00,505,13016,1400,8678,12157,4386,0,0,216,647,1734,1530,1481,0,0,0,0,0,112,75,337,244,288,945,412.5,2525,93,600,0,3,69,25,663,301,0,0,0,0,0,0,0
10/02/2023 0:00,30,4939,618,3509,5570,2554,0,0,295,704,1673,730,49,0,0,0,0,0,26,20,150,150,666,843,139,2054,20,209,0,1,0,0,440,0,0,0,0,0,0,0,0
11/02/2023 0:00,87,7690.5,1574.5,4697.887983,6589,2174,0,0,656,673,1389,1458,50,0,0,0,0,0,80,73,170,210,1454,1170,628.167,1861.333,59,649,0,9,101,69,717.907,97,0,0,0,0,10,0,0
12/02/2023 0:00,223,8079,901,6241,7763.666033,3621.61404,5,10,218,471,1998,1027,420,0,0,0,0,0,94,176,507,195,100,1518,736,753,96,518,0,24,36,8,252,39,0,0,0,0,0,0,0
13/02/2023 0:00,216,13862,1857,9566,13800,6132,0,60,597,1005,3398,1968,205,0,0,0,0,0,67,234,1311,557,393,735,851,3220,30,879,50,12,0,0,665,20,0,0,0,0,0,0,0
14/02/2023 0:00,675,12501,1632,8319,14085.501,6117.383967,21,250,310,663,4189,2095,370,0,0,0,0,0,51,317,567,289,166,1401,651,4263,146,1120,6,113,39,19,1135,108,0,0,0,0,0,0,0
15/02/2023 0:00,622,10579.25,1236,5920,10174,4354,485,50,247,473,1902,1035,1225,0,0,0,0,0,20,197,252,245,310,1693,476,7148.167,200,882.417,50,123,87,5,1043,164,0,0,0,0,0,0,0
16/02/2023 0:00,399,11898,1679,7184,15307.66295,5794,883,381,285,603,2702,1223,406,0,0,0,0,0,126,479,427,573,414,1869,734,3431.333,169,264,20,57,188,29,664,70,0,0,0,0,0,0,0
17/02/2023 0:00,166,7759,721,5707.11099,9400.423007,3943,682,30,145,193,617,168,325,0,0,0,0,0,115,264,645,454,380,582,253,1263,0,212,0,39,0,0,368.093,0,0,0,0,0,50,0,0
18/02/2023 0:00,347.5,13447.25,1275.25,6486.666002,12285.58297,4866,1090,6.416032609,315,435,2493,807,251.157967,0,0,0,0,0,121,323,935,276,509,906,422.917,2075.125,41.583,1127.333,40.667,134.958,65,1,797.25,132,0,0,0,0,0,0,0.621041667
19/02/2023 0:00,472,10983,982,8871,11654.66703,4523,470,230,421,664,1998,754,1442,0,0,0,0,0,24,56,218,305,65,379,666,1906.998,111,938.166,15,65,284,27,786.166,209,0,0,0,0,0,0,0
20/02/2023 0:00,752,11950.25,767,7018,9313.5,4338,328,60,187,632,1857,945,885,0,0,0,0,0,92,157,601,110,33,1234,895,6233.484,128,1080,14,100,90,80,1209.17,128,0,0,0,0,0,0,0
21/02/2023 0:00,443,8151,1151,6410,9234,3915,297,5,85,300,2055,847,1236,0,0,0,0,0,33,62,312,40,100,1058,750.3953333,6211.324,10,767,0,113,35,5,2339,32,0,0,0,0,0,0,0
22/02/2023 0:00,497,9220.75,1356,7029.555978,8777.5,4038,357,10,182,302,1932,1055,868,0,0,0,0,0,50,43,348,145,0,892,769,3672.534333,162,819,5,79,200,120,1792,0,0,0,0,0,10,0,0
23/02/2023 0:00,443,8365,1100,8524.340036,11491,4802,599,56,377,545,1630,786,251,0,0,0,0,0,39,106,585,127,0,978,1021.562333,3592.1145,149,556,12,62,5,1,1364,231,0,0,0,0,0,0,0
24/02/2023 0:00,400,8631,956,6229,9359,4039,326,310,394,602,1729,1099,329,0,0,0,0,0,47,145,294,210,220,395,280.959,3186.5,15,322,0,22,4,0,1168,98,0,0,0,0,20,0,0
25/02/2023 0:00,120,11217,936,6779,8855,2863,72,60,137,277,1327,809,167,0,0,0,0,0,23,129,358,567,0,582,970.9583333,2771.130667,191,615.17,0,42,196,25,1227.5,174,0,0,0,0,0,0,0
26/02/2023 0:00,516,6397,472,3440.441002,5163,1430,154,860.082971,175,350,773,511,808,0,0,0,0,0,75,140,454,235,300,1100,495.6666667,2048.899167,114,532,80,34,20,20,1969,216,0,0,0,0,0,0,0
27/02/2023 0:00,158,12359,1405,7947.665942,15369.83297,4502,522,110,170,454,2031,1161,915,0,0,0,0,0,10,75,484,270,130,782,686.7496667,3934.980667,61.166,661,0,50,310,0,2889,210,0,0,0,0,0,0,0
28/02/2023 0:00,768,11507.75,1004,8076.444022,11153,3653,341,121,199,527,1364,761,1820,0,0,0,0,0,115,136,1534,315,780,680,464.5826667,6719.124667,28.833,1169.375,64,72.03,40,0,2173,33,0,0,0,0,0,0,0
01/03/2023 0:00,460,5559,434.5,3409,5768.829982,2080.659964,169,70,329,338,1103,444,301,0,0,0,0,0,52,115.0029915,628,90,0,913,542.323,2909,128,783,20,5,257,0,1348,72,0,0,0,0,0,0,0
02/03/2023 0:00,210,7943.25,954.25,4855.109964,7643,2744,151,110,166,545,1242,1179,1180,0,0,0,0,0,32,112,520,160,61,248.8,251.67,3759.793,69,898,5.83,19.38,10,0,1513.42,180,0,0,0,0,0,0,0
03/03/2023 0:00,260,7211,826,4077,7985,3037,33,220,165,730,1495,955,699,0,0,0,0,0,65,205,620,464,50,423,121,1104,0,390,3,3,0,3,672,190,0,0,0,0,0,0,0
04/03/2023 0:00,710,10083,1013,5702.881039,9334,3046,101.9789855,11,782,1114,2585,1481,317,0,0,0,0,0,75,111.9970085,807,360,671,631,617,2499,122,1209,36,38,130,0,2087,317,0,0,0,0,0,0,0
05/03/2023 0:00,720,10140,850,6768.11099,10103.16603,2788,38,150,501,597,1270,606,2534,0,0,0,0,0,26,232,514,500,111,162,682,1282.5,365,323,7,87,40,0,1084,114,0,0,0,0,0,0,0
06/03/2023 0:00,869,15952.5,1625,7729.998007,11883.32998,5524,38,0,387,510,1496,1080,744,0,0,0,0,0,145,116,477,256,77,1883,355,3360.333,145,917,26,180,174,20,2119,94,0,0,0,0,0,0,0
07/03/2023 0:00,1206,13671,1323,7816,13982.25,4544,10,10,250,428,2308,1704,1830,0,0,0,0,0,57,91,566,171,71,862,535,3491,73,1222,39,78,142,5,1174,133,0,0,0,0,0,0,0
08/03/2023 0:00,162,11462,1549,6764,12293,5027,41,106,319,396,1599,1213,1226,0,0,0,0,0,226,329,984,448,474,244,181,1688,5,556,12,72.97,0,25,701,29,0,0,0,0,10,0,0
09/03/2023 0:00,471,15194,1123,5626,13115,3511,12,10,440,405,1114,451,0,0,0,0,0,0,111,145,662,449,51,350,347,1723,202,519,55,54,77,45,544,147,0,0,0,0,0,0,0
10/03/2023 0:00,115,10220,292,4671,8548,3319,0,0,390,430,1873,1062,150,0,0,0,0,0,20,84,100,125,238,355,380,1984,38,602,0,28,5,61,459,10,0,0,0,0,0,0,0
11/03/2023 0:00,246,12028.5,2697,5377,11470.16603,3706,12,40,219,488,1624,900,1156,0,0,0,0,0,157,100,1417,964,229,568,732.167,1658,334,731,10,45,15,24,568,62.035,0,0,0,0,0,0,0
12/03/2023 0:00,971,11336,1552,5850.439976,9239.082971,3222,0,5,354,512,1553,1018,840,0,0,0,0,0,95,3,401,243,122,438,415,1530.667,131,359,21,61,18,35,216,44,0,0,0,0,0,0,0
13/03/2023 0:00,827,18111.75,2871,4081.892995,16336.24592,5305,0,28,523,245,2191,1002,90,0,0,0,0,0,165,105,494,346,307,622.8,426,2035.167,149,1080.417,54,62,80,2,623.583,25.965,0,0,0,0,0,0,0
14/03/2023 0:00,379,18517,3076.5,1573.555012,11984,5149,0,56,1379,812,3573,1901,185,0,0,0,0,0,161,189,882,395,285,597,496,1587,101,980,15,28,73,20,532.5,8,0,0,0,0,25,0,0
15/03/2023 0:00,482.5,13646,2584,734,13404.84004,4488,0,25.58297101,627,773,4748,1607,1671,0,0,0,0,0,46,66,414,155,188,477,331.677,2015,155,889.958,0,33,98,0,816,130,0,0,0,0,0,0,0
16/03/2023 0:00,573,18147,3112,1575,14697.66703,5864,0,652,855,290,4700,2790,1238,0,0,0,0,0,167,140,994,542,410,125,218.5,1740,150,553,19,11,106,0,354,15,0,0,0,0,0,0,0
17/03/2023 0:00,229.5,9895.75,1724.25,5359.221981,11558.99891,2589,0,20,828,917,3023,1522,899,0,0,0,0,0,210,118,747,375,60,128.4,205.75,1058.749,2,582.292,1.083,44,0,0,270.667,50,0,0,0,0,0,0,0
18/03/2023 0:00,94,9540.75,1770,4703.220954,9461.090036,2736,0,65.00099638,335,1001,2139,1382,473,0,0,0,0,0,214,261,961,400,565,1024,342.25,1231,138,561.292,0,42,54,200,343.166,85,0,0,0,0,0,0,0
19/03/2023 0:00,651,7632.75,1060,3908.889976,4590,1383,0,100,400,605,2050,963,740,0,0,0,0,0,61,197,464,133,32,80,158,782.167,186,953.417,7,23,45,246,638,5,0,0,0,0,0,0,0
20/03/2023 0:00,144,14513.25,2891,12687.33001,14743.67002,4287,30,323,536,1092,2831,1563,765,0,0.5,0.137983092,0.130978261,0.12201087,155,311,549,328,116,199,424,1515,50,359,12,46,58,0,465.333,35,0,0,0,0,0,0,0
21/03/2023 0:00,699,13566,2208,12095,14626.83605,4903,663,130,789,1638,3661,1557,2622,0,0,0,0,0,233,271,1141,620,814,35,373,1829,70,1136,36,84,0,0,604,66,0,0,0,0,0,0,0
22/03/2023 0:00,569.5,15609.25,2242,13787.77699,11893.57998,2820.167029,638,264,933,1830,3397,1503,2741,0,0,0,0,0,233,611,1089,601,473,105,145,1696.584,77,746.542,27.249,56.696,185,0,301.666,34,0,0,0,0,0,0,0
23/03/2023 0:00,715,13002,1708,10779.44197,12582,5025,1100.021014,70,315,855,1555,659,1065,0,0,0,0,0,145,167.0029915,686,276,86,553,201,893.665,47,376,0,38,40,0,247,41,0,0,0,0,0,0,0
24/03/2023 0:00,135,9194,1895,7053.444988,9233.582971,3578,456,0,190,716,2536,1241,1594,0,0,0,0,0,35,92,472,230,100,28,59,1444.5,0,802,0,43,0,0,395,30,0,0,0,0,0,0,0
25/03/2023 0:00,329,9507.5,1833,7276.443961,8198,3159,709,222,1073,1527,2897,1697,3185,0,0,0,0,0,159,175,472,267,124,716,339,1581.75,57,1169.083,13,6,44,50,481,115,0,0,0,0,0,0,0
26/03/2023 0:00,474,7555,1117,5047,7775,2754,367,78,1588,1488,3514,1496,2268,0,0,0,0,0,195,255,861,190,1260,43,25,1264,15,317,15,0,150,0,497,174,0,0,0,0,0,0,0
27/03/2023 0:00,187,5041,704,3243,7309.832971,3150,477,50,302,486,1527,1201,3709,0,0,0,0,0,59,110,716,593,55,150,306,1143,150,376,2,10.875,10,200,433,165,0,0,0,0,70,0,0
28/03/2023 0:00,295,10454,1696,8461.116002,9986.245018,4970,187,4,271,1110,1776,1336,725,0,0,0,0,0,117,233,664,228,65,70,228,1702,39,1153,18,9.1,51,0,592,25,0,0,0,0,0,0,0
29/03/2023 0:00,591,12824.5,1963,11601.72301,16392.499,4501,257,564,1489,1095,4011,1899,1261,0,0,0,0,0,188,315,992,325,191,97,172,1363.666,101,172.333,9,1,0,0,224,20,0,0,0,0,0,0,0
30/03/2023 0:00,612,9256.25,1290,5838.289976,8442.670018,2697.042029,303,43,934,1525,2836,1271,260,0,0,0,0,0,183,493,918,756,118,110,157.3,1346.712,87.333,1118.792,0,2.833,35,30,517.333,9,0,0,0,0,0,0,0
31/03/2023 0:00,251.5,6495.5,834.25,5246.441969,8096.082065,3397,240,183.582971,629,1865,1955,958,1290,0,0,0,0,0,186,362,838,320,466,196,20.41333333,1625.67,63.33,796.5,0.25,1.29,26,15,444.33,110,0,0,0,0,0,0,0
01/04/2023 0:00,10,1858,100,831.4429952,2863.340036,515,16,0,123,148,252,345,130,0,0,0,0,0,40,10,123,85,303,3,36,363.333,39,412.333,11.91666667,2,0,0,216,30,0,0,0,15,0,0,0
02/04/2023 0:00,356,2442,594.75,1833.555012,3618.249004,1208,110,5,177,85,678,435,400,0,0,0,0,0,95,181,388,198,55,498,66,1556.458,53,595,0,10.08333333,30,0,725,83,0,0,0,0,0,0,0
03/04/2023 0:00,366,10108,1311,7055.662983,11102.16413,3136.5,298,0,852,589,3174,1741,835,0,0,0,0,0,30,285,806,185,700,92,115,2997.666,9,1249.666,0,0.916,105,10,950.666,257,0,0,0,0,0,0,0
04/04/2023 0:00,475.5,8928.75,1379.5,8469.887983,11943.41603,4670,288,0.167028986,707,621,2330,1299,420,0,0,0,0,0,121,321,1036,577,481,1135.2,314,1681.626,90,555.25,0,0,0,5,737.333,34,0,0,0,0,0,0,0
05/04/2023 0:00,316,6855.5,1355.5,4515.11099,10381.83197,2644,165,33,413,245,2796,1173,215,0,0,0,0,0,106,88,891,354,303,1286,339.167,2447,55,1044,0,0,60,0,307,19.99291667,0,0,0,0,0,0,0
06/04/2023 0:00,875,7618.25,1752.8,5514.887017,11034.99909,3246,572,5,830,1455,2020,849,225,0,0,0,0,0,187,148,1230,717,70,266,192.583,1972.208,167.833,389,0,0,186,0,1142.416,60,0,0,0,0,0,0,0
07/04/2023 0:00,707,7815,1499,4903.778019,9409,3129,412,95,846,1283,2752,1186,400,0,0,0,0,0,72,179,619,440,45,58,85,896,10,259,0,0,0,150,698.833,10,0,0,0,0,0,0,0
08/04/2023 0:00,203,3716,1347.75,3346.774034,4324.749004,1523,27,720,373,898,1422,1075,728,0,0,0,0,0,105,240,596,465,312,1203.76,341,1191.791,26,1390,0,0,20,30,1004,0,0,0,0,0,0,0,0
09/04/2023 0:00,397,6300,838,4891.774879,7282.581069,3150,150,51,244,598,1349,629,370,0,0,0,0,0,178,74,585,294,30,140,158,1614.167,120,921,0,0,150,100,468.667,110,0,0,0,0,0,0,0
10/04/2023 0:00,817,10373,1775,6462.555012,12500.33297,4775,192,330.6660326,646,647,3138,1290,235,0,0,0,0,0,201,427,1150,622,70,1475,875.083,3760.292,154.5,1126.5,0,0,126,25,1228.083,86,0,0,0,0,0,0,0
11/04/2023 0:00,289,8937,1794,5350,13803.66703,3924,516,265,683,1718,3403,1688,369,0,0,0,0,0,60,271,758,317,90,721,468,2232.833,165,796.499,0,0,9,2,765.5,26,0,0,0,0,0,0,0
12/04/2023 0:00,197,6926.75,1322.5,4271.232005,7604.170018,3401,113,135,410,547,1453,1374,1000,0,0,0,0,0,96,201,608,329,77,1394,504,4619.875,116,1430.25,0,0,0,0,1449.5,61,0,0,0,0,0,0,0
13/04/2023 0:00,525,8333,1273,3208.989976,11786.33406,3286,240,25,302,906,2427,1136,130,0,0,0,0,0,109,195,391,355,61,816,179,2056,48,1371,0,0,107,21,675,59,0,0,0,0,0,0,0
14/04/2023 0:00,363,8826,1845.5,3130,8968,3341.833967,107,13,519,1225,2740,1231,146,0,0,0,0,0,84,260,139,434,115,1566,360,4361,50,1173,0,0,196,0,933,94,0,0,0,0,0,0,0
15/04/2023 0:00,351.5,6539.75,678,2565.332971,7089.665942,1712,26,5,367,311,1345,515,90,0,0,0,0,0,40,172,636,583,100,484,273,1375.542,57,859.785,0,0,120,10,341,25,0,0,0,0,0,0,0
16/04/2023 0:00,881,6025.25,1496.5,3125.996981,7180.91404,2145.666033,120,10,465,987,1668,685,265,0,0,0,0,0,257,419,407,455,16,1010,370,1759,174,165,0,0,346,0,496.167,30,0,0,0,0,0,0,0
17/04/2023 0:00,749,8643,2206.666033,5371,14228.24692,4754.665036,98,179,552,347,3271,1858,10,0,0,0,0,0,87,162,798,426,10,2380.8,613,3378,134,1120,0,0,0,0,1369,46,0,0,0,0,0,0,0
18/04/2023 0:00,278,7811.25,1432.75,4296,10776,3561.5,160,10,638,535,3140,1213,1155,0,0,0,0,0,90,113,913,355,79,1690,614.833,4630.833,113,1408.125,0,0,82,0,855,164,0,0,0,0,0,0,0
19/04/2023 0:00,648,6692.25,1178.25,3955.001027,8215.497011,3590,350,70,530,1025,1994,795,423,0,0,0,0,0,29,67,1126,420,385,2145,1073,3914.243,74,1244,0,0,182,0,586.16,16,0,0,0,0,0,0,0
20/04/2023 0:00,45,1803,409,5961,2681,1043,0,0,165,514,782,320,40,0,0,0,0,0,26,31,773,232,0,1371,501,3820,70,660,0,0,310,0,656,20,0,0,0,0,0,0,0
21/04/2023 0:00,12,50,40,1004,300,104,0,0,4,198,52,0,0,0,0,0,0,0,0,0,92,62,0,98,15,344,0,19,0,0,0,0,192,40,0,0,0,0,0,0,0
22/04/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/04/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/04/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/04/2023 0:00,0,831,397,4644.998973,1284,606,50,20,55,270,410,359,100,0,0,0,0,0,69,25,146,101,51,1078.2,91.833,913.167,0,55,0,0,10,0,235,33,0,0,0,0,0,0,0
26/04/2023 0:00,364,2280,378,3703,2562,1396,65,5,300,339,1219,474,315,0,0,0,0,0,82,233,254,40,0,1007.8,452.167,1878.001,0,597,0,0,20,0,264.5,20,0,0,0,0,0,0,0
27/04/2023 0:00,72,3506,906,4532.775966,4387,1803,67,10,245,902,2062,746,334,0,0,0,0,0,28,177,506,261,203,1009,733,4196,69,698,0,0,305,0,400,11,0,0,0,0,0,0,0
28/04/2023 0:00,68,3165,665,2633,3611,1828,60,85,120,250,1083,736,2430,0,0,0,0,0,0,53,132,30,495,2285,1466,4547,20,484,0,0,5,0,538,5,0,0,0,0,0,0,0
29/04/2023 0:00,20,5012.75,534,3941.667029,6300,1854,195,19,148,482.0009768,1494,1078,765,0,0,0,0,0,35,117,308,110,100,1173,836,3793.499,159.167,1131.708,0,0,43,0,1076.917,15,0,0,0,0,0,0,0
