Date,SOS008L02P,SOS005L04P,SOS003L04P,SOS002L09P,SOS001L12P,SOS500M24P,SOS250M48P,SOP001L12P,POV005L04P,POV002L09P,POV001L24P,POV500M24P,POP001L12P,POP015K,SO0005L04P,SO0002L09P,SO0001L12P,SO0500M24P,POP005L04P,POP002L09P,POP001L12P.1,POP500M24P,POPF01L12P,AT5X5K,ATN02K12P,ATN01K24P,MAR02K12P,MAR01K24P,ATWWP002K12P,ATWWP001K24P,MASR025K,MAHS025K,SE500G24P,SE200G24P,ATPPCH5X5K,ATPA1K24P,MAPA1K24P,MAP1K25P,MAC1K25P,EEA500G12P,EEA200G24P
14/01/2023 0:00,80,1281.25,110.75,533,1507.666033,746,52,3.916032609,25,10,179,79,100,0,0,0,0,0,0,15,20,25,15,338.6,378.25,456.875,13.25,112.5,1.083,12.792,1050,0,26.667,0,0,0,0,0,0,0,0
15/01/2023 0:00,1180,12566.5,1837,11980.33297,16144,7905,1338,195,301,581,2175,1558,2126,0,0,0,0,0,81,231,807,288,579,2632,840,7164.167,47,1585.417,0,26,185,175,1170,78,0,0,0,100,0,0,0
16/01/2023 0:00,244,5958.4,704,7774.332971,7141,3143,212,10,125,200,790,503,455,0,0,0,0,0,26,149,438,280,245,2303,2034,4531,133,795,0,108,315,10,631,45,0,0,0,0,0,0,0
17/01/2023 0:00,1513.5,9072.5,1112,6453.332971,7806,2797,267,5,250,230,533,300,101,0,0,15,0,0,115,135,547,295,50,1746,1842,3231.042,536,551.042,5,73.042,156,17,452,120,0,0,0,0,0,0,0
18/01/2023 0:00,264,5612.75,930,3725,7143,3499,105,430,300,185,1212,670,1405,0,0,0,0,0,76,54,449,135,385,1697,417,4901,68,630.5,27,71,125,20,384,40,0,0,0,0,5,0,0
19/01/2023 0:00,836,11373.75,1265,9836.221981,15254,6121,527,161,206,524,1879,1078,640,0,0,0,0,0,54,153,342,228,315,1457,830.5,5147,153,837,5,107,65,50,1218,130,0,0,0,0,25,0,0
20/01/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/01/2023 0:00,942.5,991.25,1216.920018,1442.328986,2517,766.6599638,6,0,10,10,15,0,25,0,0,0,0,0,0,0,48,0,0,507,250,229,46,53,0,0,1,0,52.833,0,0,0,0,0,0,0,0
22/01/2023 0:00,310,8596.5,1188,9510.667029,15982,7057,453,485,272,648,2604,1269,1182,0,0,0,0,0,190,75,221,70,115,1161,1007.25,6093.167,62.25,1343.167,4,96,10,18,924,54,0,0,0,0,50,0,0
23/01/2023 0:00,235,6465.75,679,6119.221981,8433,4286,493,164,240,269,1433,753,1672,0,0,0,0,0,75,90,248,127,270,1120,650,3118,131,812,12,85,230,80,1210,116,0,0,0,0,10,0,0
24/01/2023 0:00,645,5096,561,4749.11099,6602,2905,338,200,55,15,309,103,1634,0,0,0,0,0,50,98,299,121,405,864,726,2373,69,568,37,38,40,2,365,45,0,0,0,0,0,0,0
25/01/2023 0:00,254,7574.5,561,4048.332971,6309,3037,287,40,120,290,1161,640,597,0,0,0,0,0,15,80,309,143,15,247,602,3316,55,672,0,55,21,0,303,8,0,0,0,0,0,0,0
26/01/2023 0:00,1715,7931,1366,7409,12848,5009,270,140,165,499,1868,1145,1685,0,0,0,0,0,125,79,357,224,1420,1211,1982,3754,511,709,10,108,0,0,815,115,0,0,0,0,0,0,0
27/01/2023 0:00,0,0.5,0,1.221980676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/01/2023 0:00,23,3865,1986.332971,2421.778019,2314.332971,697.332971,25,25,85,20,180,210,200,0,0,0,0,0,0,0,0,0,15,15,277,257,260,80,20,17,150,0,51,0,0,0,0,0,0,0,0
29/01/2023 0:00,1681,10318,1157,7007.554952,11075,5655,441,481,282,632,1662,1017,2176,0,0,0,0,0,55,187,610,240,335,2444,1010,5019,92,953,6,81,30,31,1540,60,0,0,0,0,58,0,0
30/01/2023 0:00,531,9076.75,1069,6000.11099,8734,3797,522,300,315,509,2488,1097,2665,0,0,0,0,0,28,121,430,234,239,569,1386.5,3899,227,745,35,137,54,10,869,70,0,0,10,0,0,0,0
31/01/2023 0:00,213,4345.25,424,3845.332971,7233.166033,2368,130,60,212,393,1309,714,1134,5,0,0,0,0,15,15,155,80,20,2101,1599.583,3735.25,370.583,803.583,10,73,124,0,750,90,10,31,0,0,0,0,0
01/02/2023 0:00,1251.5,18027.25,1775.5,13244.43901,21606.75399,8190,791,484.9160326,893,1509,5628,3399,12016,0,0,0,0,0,105,458,1123,633,795,180.4,311.75,2695.13,209.33,1365.33,2.92,59.58,105,0,601.33,125.42,0,0,0,0,50,0,0
02/02/2023 0:00,935,12920,2006.25,10433.11099,17659.16703,7360,454,145.582971,241,736,3692,1919,2191,0,0,0,0,0,500,503,1871,1081,1119,307,531,3132.625,72,1035.583,0,23,60,5,1144.083,144,0,0,0,0,0,0,0
03/02/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/02/2023 0:00,913,3545,334,1486,1498,567.332971,5,120,337,110,525,360,450,0,0,0,0,0,0,15,70,51,5,220,231,979,110,151,2,0,240,0,36,10,0,0,0,0,0,0,0
05/02/2023 0:00,2018,24629,2558,16933,25394,9705,769,338,494,1383,4460,2039,2065,0,0,0,0,0,195,375,1350,782,1013,732,616,4924,78,929,2,39,105,25,1036,105,0,0,0,0,1,0,0
06/02/2023 0:00,710,15395,1374,9378.780012,17765.501,5541,464,290,300,424,1950,1170,456,0,0,0,0,0,165,208,1315,415,1195,1440,801,2517,61,657,3,18,240,20,1016,75,0,0,0,0,0,0,0
07/02/2023 0:00,214,12536.5,2303.5,9365.439976,9692,3469,278,495,157,295,1716,881,327,0,0,0,0,0,57,274,664,212,106,1082,944.167,2105.327,320,722.577,0,22,49,75,740,161,0,0,0,0,0,0,0
08/02/2023 0:00,421,8871.5,799,5543.887983,9345,4185,255,100,281,770,2746,883,694,0,0,0,0,0,62,187,581,316,349,569,1002,2104.333,46,714,5,5,0,0,629,270,0,0,0,0,0,0,0
09/02/2023 0:00,181,13667,1826,8422,14209,5810,165,283,485,834,2542,1343,1160,0,0,0,0,0,30,211,1002,534,775,1862,494,4361,80,1040,5,45,11,118,1351,133,0,0,0,0,0,0,0
10/02/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/02/2023 0:00,55,1632,140,611,1181,323,0,410,180,132,445,101,55,0,0,0,0,0,0,5,5,5,0,1475,297,111,1,56,15,15,4,20,94,5,0,0,0,0,0,0,0
12/02/2023 0:00,451,18077,2120,14769,19648,9100,760,279,704,986,4469,2676,2513,0,0,0,0,0,40,233,508,334,70,1528,1060,5303,155,1070,100,20,0,10,2063,110,0,0,0,0,30,0,0
13/02/2023 0:00,615,17193.25,1787,10490,16757,6518,306,30,501,1036,3515,2016,1046,0,0,0,0,0,250,592,1446,531,1150,1765,658,4717.833,104,1502,5,61,0,5,1068,58,0,0,0,0,0,0,0
14/02/2023 0:00,388,29251,3165,17948.55598,28339,10970,648,240,137,500,1571,1013,1975,0,0,0,0,0,102,139,533,470,530,3623,742,9012,15,1833,0,122,40,0,1830,227,0,0,0,0,50,5,5
15/02/2023 0:00,819,12985.75,1249.25,7113.444022,14869.91594,5161,420,51.41603261,217,405,1644,742,335,0,0,0,0,0,33,118,377,114,51,1213.2,618.917,3454.875,332.583,605.458,7.667,53.958,580,26,1414.667,210.25,0,0,0,0,0,0,0
16/02/2023 0:00,878.5,15844.5,1698,9222.221981,15500,5645,139,355.082971,220,530,1916,978,705,0,0,0,0,0,115,223,838,382,0,334.8,438,2680.25,155.083,747.875,0,168,40,10,1351.583,159,0,0,0,0,0,0,0
17/02/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/02/2023 0:00,83,3739,136,412,2595.667029,80,10,3,40,45,100,90,0,0,0,0,0,0,2,0,0,0,93,11,445,1091.166,160,9.166,0,7,96,0,330.166,10,0,0,0,0,0,0,0
19/02/2023 0:00,867,16128,1471,10349.441,15428.32998,5529,324,44,300,740,2722,1078,150,0,0,0,0,0,55,132,539,140,191,1097,1224,6197.215,93,1022,9,121,255,87,3160,226,0,0,0,0,0,0,0
20/02/2023 0:00,1253,9308,889,7889.560024,11561,3857,272,130,292,462,1269,1288,90,0,0,0,0,0,40,95,390,174,123,2253,1745.894667,10050.80867,151,1653,0,180,64,105,2267,245,0,0,0,0,10,0,0
21/02/2023 0:00,0,15,0,70,50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
22/02/2023 0:00,301,9559,1436,9415,12437,5588,515,51,417,385,1379,975,219,0,0,5,7,0,56,165,820,408,380,2434,1385.292667,4787.878,569,1001.17,157,44,50,11,1634.5,230,0,0,0,0,0,0,0
23/02/2023 0:00,202,12238,2660,8335,10243.33297,4106,293,200,460,870,1845,1106,352,0,0,0,0,0,91,130,310,195,0,365,456.9993333,3466.625,61.666,281,0,29,20,15,2488,160,0,0,0,0,0,0,0
24/02/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2023 0:00,304,1851,152,742.332971,841,407,78,0,130,100,188,120,100,0,0,0,0,0,0,20,70,0,0,8,55.166,71.45833333,5.166,0,30,0,354,20,3,0,0,0,0,0,0,0,0
26/02/2023 0:00,727,11689,1577,9543,13641.25,5427,524,72,230,743,2580,1674,2341,0,0,0,0,0,102,193,550,475,160,924,719.0833333,4608.833333,50,1160,10,59,156,10,2441,414,0,0,0,0,0,0,0
27/02/2023 0:00,278,10025,1300,7405.332971,8642,2877,473,0,225,528,1312,683,265,0,0,0,0,0,50,165,340,171,0,858,511.6666667,5739.541667,76,822,0,91,120,5,1968,108,0,0,0,0,0,0,0
28/02/2023 0:00,10,4639.75,435.5,3397.444022,6165.912953,1801.659964,239,0,130,346,1353,706,64,0,0,0,0,0,23,53,324,245,0,839,1331.916,4198.708,513.833,808.375,5,13,97,25,1935,61,0,0,0,0,0,50,0
01/03/2023 0:00,898,17085.75,1450.25,11952.65797,14023,7512,226,50.58297101,727,1757,2787,2255,2740,0,0,0,0,0,190,397,800,674,145,147.8,327.67,3664.001667,82,1021,5.83,25.38,3,24,1273.42,135,0,0,0,0,0,0,0
02/03/2023 0:00,702,14157,1579,8539.332971,14137,4000,297,20,782,1105,3287,1438,786,0,0,0,0,0,207,429,961,618,663,2989,492,3826,35,1847,3,84,0,20,1939,193,0,0,0,0,0,0,0
03/03/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2023 0:00,675,4781,224,974.1109903,4969.166033,317,5,4,310,80,150,162,0,0,0,0,0,0,0,0,20,5,0,35,351,145.5,486,43,98,40,360,0,190,5,0,0,0,0,0,0,0
05/03/2023 0:00,833,20491.5,2391,11536.88798,19065,7872,600,207,849,1100,3326,2330,1180,0,0,0,0,0,188,460,1506,912,300,1567,475.167,3384.333,52,1602,3,204,5,25,2760,201,0,0,0,0,25,0,0
06/03/2023 0:00,1228,19242.5,2026,10460.11002,17717.32998,5415,831,18,699,1487,3238,1956,595,0,0,0,0,0,239,327,1459,675,262,440,1352,5002,177,1392,268,106,77,10,1317,90,0,0,0,0,0,0,0
07/03/2023 0:00,409,21303,2158,10081.77802,17483,5518,174,130,817,815,2506,1790,285,0,0,0,0,0,182,391,643,405,60,369,397,2406,97,965,36,82,3,65,1089,65,0,0,0,0,0,0,0
08/03/2023 0:00,0,50,10,48,200,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2023 0:00,2777,28774,3998,14697.33297,22738.16603,8655,475,201,462,1550,5999,2868,4952,0,0,0,0,0,215,558,1561,940,170,1276,1158,3861,560,1293,12,92,5,65,1094,100,0,0,0,0,0,0,0
10/03/2023 0:00,0,20,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2023 0:00,132,4088.75,866.5,1458,4573.082971,1354,10,0,131,285,490,296,210,0,0,0,0,0,53,68,230,131,0,186.8,117.167,498.167,70.5,310.417,1,61,10,0,91.083,30,0,0,0,0,0,0,0
12/03/2023 0:00,1004,25024,3784,70,23724.83297,8504,516,280,1345,15,7043,4112,2000,0,0,0,0,0,160,15,1160,461,671,690,669,3098,113,1087,92,65,210,7,1157,150,0,0,0,0,0,0,0
13/03/2023 0:00,460,15070,2056,127.7769928,15445,5258,21,50,909,0,3820,2129,1845,0,0,0,0,0,151,0,804,413,220,325,118,2082,15,1164,21,16,0,0,699,75,0,0,0,0,70,0,0
14/03/2023 0:00,626,16019,3172,131,11965.66703,4970,154,50,688,58,3325,1445,915,0,0,0,0,0,100,37,820,465,725,403,428.5,2081,42,1031,7,16,178,200,692,60,0,0,0,0,0,0,0
15/03/2023 0:00,410,10378.75,2043,721.332971,9777.673007,3845,128,301,509,100,2016,816,40,0,0,0,0,0,81,24,645,435,95,50,386.25,1760,30,577.25,0,4,107,0,457.166,55,0,0,0,0,0,0,0
16/03/2023 0:00,273.5,16046.75,2726.25,12510.67198,18418.25598,4490,247,27,625,2187,3218,1469,720,0,0,0,0,0,420,283,1533,716,510,127.4,412.75,2064.749,173,1078.292,11.083,96,4,200,283.667,35,0,0,0,0,0,0,0
17/03/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/03/2023 0:00,242.5,3834.25,378,2194.441002,1589.5,704,0,0.332971014,185,354,542,158,30,0,0,0,0,0,0,0,25,29,0,10,239,281.333,86,374.292,6,10,160,0,269.166,10,0,0,0,0,0,0,0
19/03/2023 0:00,912,24302,3756,20880.88998,23080.34004,8003,273,91,1102,2639,5634,3023,2092,0,0,14,20,0,262,421,1145,553,970,249,213,2297.167,97,1067.417,54.08333333,162.082,285,10,666,15,0,0,0,15,0,0,0
20/03/2023 0:00,443,14808,2318,13414,14641.999,4110,178,510,972,1774,3471,1943,2575,0,1,1,3,1,402,514,1166,474,630,140,1161,2199.666,421,998,16.41666667,87.58333333,0,0,878,263,0,0,0,0,0,0,0
21/03/2023 0:00,240,10881,1762,8728.439976,9256.079982,4129.167029,150,280,1340,1372,2267,1184,400,0,0,0,0,0,150,300,1148,499,200,182,190,1451.583,15,859.25,10,23.66666667,0,40,432.5,114,0,0,0,0,0,0,0
22/03/2023 0:00,377,14527,2431,10378.11002,12264,4572,135,14,952,1357,1980,904,738,0,0,0,0,0,100,144,722,321,21,577,216,900.083,25,334.083,0,20.58333333,80,0,386,50,0,0,0,0,0,0,0
23/03/2023 0:00,496,17232.5,2796,13366.77693,16164.58297,5225,220,6,1500,2171,5664,2453,1827,0,0,0,0,0,40,75,268,185,105,70,130,2678.583,56,1803.833,0,5.416666667,204,15,611,60,0,0,0,0,0,0,0
24/03/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/03/2023 0:00,6,5480,619,3135.889976,6028,2006,60,13,425,435,770,555,64,0,0,0,0,0,259,173,471,185,280,30,155,850.17,8,160,0,0,100,0,51,0,0,0,0,0,0,0,0
26/03/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/03/2023 0:00,576,15551,2643,13149.66999,15930.33297,7344,411,145,1617,2261,6067,3234,858,0,0,0,0,0,140,455,1150,364,130,257,341,2745,154,1883,26.66666667,17.08333333,0,230,1295,434,0,0,0,0,0,0,0
28/03/2023 0:00,356,13891,2027,11503.71999,17396.41105,4981,181,95,528,1375,2358,869,521,0,0,0,0,0,402,783,1914,758,573,190,68,2064.333,17,968,31.41666667,11.43333333,10,0,817,15,0,0,0,0,0,0,0
29/03/2023 0:00,192,5972,795,4066.223007,5353.5,1899,255,0,715,1089,2202,863,135,0,0,0,0,0,55,110,510,245,202,88,140,1034,4,405,0,6.083333333,36,15,617,40,0,0,0,0,0,0,0
30/03/2023 0:00,148,6666.75,683.75,4150.396981,9653.009149,2872.042029,180,61.75,275,716,1330,866,975,0,5,5,5,0,50,349,616,475,353,86.2,61.71333333,1262.67,88.663,359.958,0.25,0.29,370,0,417.996,25.38,0,0,0,0,0,0,0
31/03/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2023 0:00,10,1242.5,305.75,605.5550121,1366.331975,357,0,5,15,0,90,20,0,0,0,0,0,0,3,45,170,160,0,440,37.167,163.125,134,40,0,0,15,0,9,0,0,0,0,0,0,0,0
02/04/2023 0:00,2398,11057.75,1649,8734.218961,12069.66304,3675.5,287,0,910,1634,3632,2261,1325,0,0,0,0,0,180,404,1242,505,900,149,158,1579.833,115,1220.083,0,4,139,0,809.666,85,0,0,0,0,20,0,0
03/04/2023 0:00,875,9555,1636.5,9348.444022,12416.75,4291,400,23,708,1110,2205,1250,265,0,0,0,0,0,155,300,1152,583,330,3573,179,3577.334,232,1140,0,0.916,60,0,1215,35,0,0,0,0,0,0,0
04/04/2023 0:00,171,7476.25,1194.8,5416.997947,14973.49611,3322,135,725,598,1195,2759,1258,300,0,0,0,0,0,121,205,672,497,214,1386,474.583,2698.541,63.833,1732.291,2,9.416666667,30,20,1307.416,67,0,0,0,0,0,0,0
05/04/2023 0:00,258,8091,2081,5281.221014,7460.335054,3355,502,10,512,840,1459,832,450,0,0,0,0,0,108,290,1151,548,137,185,156,2284,106,1037,0,0,16,195,1010,80,0,0,0,0,0,0,0
06/04/2023 0:00,1072,11791,2203.75,8991.217995,13864.41504,5063,479,105,1108,1345,3895,2063,180,0,0,0,0,0,162,235,817,486,320,716,232,1871.958,86,956,0,0,20,250,879,119,0,0,0,0,0,0,0
07/04/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/04/2023 0:00,72,2873,700,1366.997947,3452.748007,1022,38,10,130,115,615,205,38,0,0,0,0,0,25,94,175,140,10,25,105,670,142,466,0,0,410,0,266,0,0,0,0,0,0,0,0
09/04/2023 0:00,196,15870.5,2635,12983.55501,19458,7122,441,595,995,1940,5675,2333,564,0,0,0,0,0,391,639,1930,1097,140,1105.4,827.249,5116.292,129.666,1715.5,0.417,0,76,3,1841.083,88.04208333,0,0,0,0,0,0,0
10/04/2023 0:00,392,8336.5,1333,6724.554952,10915.5,3825,509,67.66603261,622,1306,2466,1479,885,0,0,0,0,0,55,327,1165,665,87,975,575,2246.375,78,723,0,2,0,28,1160,20,0,0,0,0,0,0,0
11/04/2023 0:00,198,7919.5,1260,7112.329952,8967.337047,2959,70,35,189,791,1648,1110,350,0,0,0,0,0,102,315,693,400,80,1567,460,5137,213,1948.208,15,3,168,0,831,70,0,0,0,0,0,0,0
12/04/2023 0:00,1376,8547.5,1569.5,5627.219988,12254.33406,3534,183,110,327,934,2074,1244,660,0,0,0,0,0,90,185,497,425,131,1114,275,3393.5,2,1541.25,0,0,466,0,1261.5,140,0,0,0,0,0,0,0
13/04/2023 0:00,728.5,14538.75,2966.5,9639.329952,17552.33297,5084.542029,180,0,875,1650,4713,1863,61,0,0,0,0,0,305,337,1086,725,130,1573,990,4215,407,1328.41,0,0,382,0,1248,110,0,0,0,0,0,0,0
14/04/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/04/2023 0:00,65,4415.5,794.5,3370,4337.161957,1099.666033,0,0,450,275,310,175,10,0,0,0,0,0,0,55,8,0,0,285,137,757.375,25,210.375,0,0,0,0,183,10,0,0,0,0,0,0,0
16/04/2023 0:00,412,11891.5,2826.666033,9860.776993,17235.74701,6056.665036,190,189,997,1018,4148,2068,1330,0,0,0,0,0,105,547,1371,669,166,4039,921,6565.243,15,2194.125,0,0,0,0,1373.16,25,0,0,0,0,10,0,0
17/04/2023 0:00,456,8640,2578.667029,6117,10195.00109,3860.667029,163,0,430,649,3071,1332,83,0,0,0,0,0,46,396,706,489,60,2169,848,5853,104,1221,26,0,44,0,1156,116,0,0,0,0,0,0,0
18/04/2023 0:00,165,5853,1039,3496,9104.667029,3968.5,275,130,470,965,1928,724,380,0,0,0,0,0,15,154,655,302,250,2811,1534.667,6147,40,924,0,10,30,10,1293,72,0,0,0,0,0,0,0
19/04/2023 0:00,150,925,100,314,819.3299819,219,0,0,25,38,225,226,1,0,0,0,0,0,0,50,50,40,0,630,743,957,305,122,0,11,360,0,221,5,0,0,0,0,0,0,0
20/04/2023 0:00,0,496,120,255,505,131,0,0,80,83,297,120,0,0,0,0,0,0,0,0,0,0,0,105,219,176,10,30,0,0,0,0,4,0,0,0,0,0,0,0,0
21/04/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/04/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/04/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/04/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/04/2023 0:00,10,1456,350,1365,1905,980,85,0,220,290,849,315,250,0,0,0,0,0,135,137,430,325,90,655,165,2721,0,515,0,5,20,0,192,10,0,0,0,0,0,0,0
26/04/2023 0:00,871,4237,836,3925,6317,2162,65,15,220,841,2564,1021,3875,0,0,0,0,0,155,329,718,390,179,1671,1334,5019,75,703,0,12,243,200,881,60,0,0,0,0,0,0,0
27/04/2023 0:00,358,8558.5,1347,8326.667029,11312,4337,314,185,355,1588,3577,2379,2504,0,0,0,0,0,57,165,628,494,665,1940,1637.667,6103.5,161.167,1261.708,0,1,423,5,1223.917,117,0,0,0,0,0,0,0
28/04/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2023 0:00,158,1340,76,487,565,152,20,5,6,74,70,20,0,0,0,0,0,0,0,0,0,0,0,481,54,66,258,166,15,6,40,0,15,0,0,0,0,0,0,0,0
30/04/2023 0:00,698,11347,2241.5,9429.439976,15174,5645,1021,105,679,1408,3529,1999,479,0,0,0,0,0,75,340,594,378,172,1888,1483,6795.083,82,1300.083,0,39.08333333,135,10,1220.333,97,0,0,0,0,0,0,0
01/05/2023 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/05/2023 0:00,870,10986,1270,6472,11633.66594,2089,87,100,275,839,1888,601,180,0,0,0,0,0,5,189,370,245,180,3075,3269,13188,838,2133,225,35,106,22,2517,163,0,0,0,0,48,0,0
